,Slide ID,Options,Correct ID,pos_array
74,HIND4890824,I am the engineer.,2,"[('I', 'PRP'), ('am', 'VBP'), ('the', 'DT'), ('engineer', 'NN'), ('.', '.')]"
75,HIND4890824, ,2,[]
76,HIND4897145,I take the train to work.,1,"[('I', 'PRP'), ('take', 'VBP'), ('the', 'DT'), ('train', 'NN'), ('to', 'TO'), ('work', 'VB'), ('.', '.')]"
77,HIND4897145,I am take the train to work.,1,"[('I', 'PRP'), ('am', 'VBP'), ('take', 'VB'), ('the', 'DT'), ('train', 'NN'), ('to', 'TO'), ('work', 'VB'), ('.', '.')]"
78,HIND4897145,I takes the train to work.,1,"[('I', 'PRP'), ('takes', 'VBZ'), ('the', 'DT'), ('train', 'NN'), ('to', 'TO'), ('work', 'VB'), ('.', '.')]"
79,HIND4897145,I have take the train to work.,1,"[('I', 'PRP'), ('have', 'VBP'), ('take', 'VB'), ('the', 'DT'), ('train', 'NN'), ('to', 'TO'), ('work', 'VB'), ('.', '.')]"
80,HIND4898481,I take the train work.,2,"[('I', 'PRP'), ('take', 'VBP'), ('the', 'DT'), ('train', 'NN'), ('work', 'NN'), ('.', '.')]"
81,HIND4898481,I take the train to work.,2,"[('I', 'PRP'), ('take', 'VBP'), ('the', 'DT'), ('train', 'NN'), ('to', 'TO'), ('work', 'VB'), ('.', '.')]"
82,HIND4898481,I take the train on work.,2,"[('I', 'PRP'), ('take', 'VBP'), ('the', 'DT'), ('train', 'NN'), ('on', 'IN'), ('work', 'NN'), ('.', '.')]"
83,HIND4898481,I take the train to the work.,2,"[('I', 'PRP'), ('take', 'VBP'), ('the', 'DT'), ('train', 'NN'), ('to', 'TO'), ('the', 'DT'), ('work', 'NN'), ('.', '.')]"
84,HIND4899808,I work at a school. I am a doctor.,2,"[('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.'), ('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('doctor', 'NN'), ('.', '.')]"
85,HIND4899808,I work at a school. I am a teacher.,2,"[('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.'), ('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('teacher', 'NN'), ('.', '.')]"
86,HIND4899808,I work at a school. I am teacher.,2,"[('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.'), ('I', 'PRP'), ('am', 'VBP'), ('teacher', 'RB'), ('.', '.')]"
87,HIND4899808,I work at a school. I am a dentist.,2,"[('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.'), ('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('dentist', 'NN'), ('.', '.')]"
88,HIND4901032,I am a waiter. I work at a school.,2,"[('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('waiter', 'NN'), ('.', '.'), ('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('school', 'NN'), ('.', '.')]"
89,HIND4901032,I am a waiter. I work at a restaurant.,2,"[('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('waiter', 'NN'), ('.', '.'), ('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('restaurant', 'NN'), ('.', '.')]"
90,HIND4901032,I am a waiter. I work at a hospital.,2,"[('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('waiter', 'NN'), ('.', '.'), ('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('hospital', 'NN'), ('.', '.')]"
91,HIND4901032,I am a waiter. I work at a bank.,2,"[('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('waiter', 'NN'), ('.', '.'), ('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('bank', 'NN'), ('.', '.')]"
92,HIND4902299,I take the metro to work.,1,"[('I', 'PRP'), ('take', 'VBP'), ('the', 'DT'), ('metro', 'NN'), ('to', 'TO'), ('work', 'VB'), ('.', '.')]"
93,HIND4902299,I take the metro to working.,1,"[('I', 'PRP'), ('take', 'VBP'), ('the', 'DT'), ('metro', 'NN'), ('to', 'TO'), ('working', 'VBG'), ('.', '.')]"
94,HIND4902299,I take the metro on work.,1,"[('I', 'PRP'), ('take', 'VBP'), ('the', 'DT'), ('metro', 'NN'), ('on', 'IN'), ('work', 'NN'), ('.', '.')]"
95,HIND4902299,I take the metro to the work.,1,"[('I', 'PRP'), ('take', 'VBP'), ('the', 'DT'), ('metro', 'NN'), ('to', 'TO'), ('the', 'DT'), ('work', 'NN'), ('.', '.')]"
96,HIND4906108,I goes to work at 7 AM.,2,"[('I', 'PRP'), ('goes', 'VBZ'), ('to', 'TO'), ('work', 'VB'), ('at', 'IN'), ('7', 'CD'), ('AM', 'NNP'), ('.', '.')]"
97,HIND4906108,I go to work at 7 AM.,2,"[('I', 'PRP'), ('go', 'VBP'), ('to', 'TO'), ('work', 'VB'), ('at', 'IN'), ('7', 'CD'), ('AM', 'NNP'), ('.', '.')]"
98,HIND4906108,I am go to work at 7 AM.,2,"[('I', 'PRP'), ('am', 'VBP'), ('go', 'VB'), ('to', 'TO'), ('work', 'VB'), ('at', 'IN'), ('7', 'CD'), ('AM', 'NNP'), ('.', '.')]"
99,HIND4906108,I going to work at 7 AM.,2,"[('I', 'PRP'), ('going', 'VBG'), ('to', 'TO'), ('work', 'VB'), ('at', 'IN'), ('7', 'CD'), ('AM', 'NNP'), ('.', '.')]"
100,HIND4908777,Neha go to work at 9 AM.,2,"[('Neha', 'NNP'), ('go', 'VBP'), ('to', 'TO'), ('work', 'VB'), ('at', 'IN'), ('9', 'CD'), ('AM', 'NNP'), ('.', '.')]"
101,HIND4908777,Neha goes to work at 9 AM.,2,"[('Neha', 'NN'), ('goes', 'VBZ'), ('to', 'TO'), ('work', 'VB'), ('at', 'IN'), ('9', 'CD'), ('AM', 'NNP'), ('.', '.')]"
102,HIND4908777,Neha goes work at 9 AM.,2,"[('Neha', 'NNP'), ('goes', 'VBZ'), ('work', 'NN'), ('at', 'IN'), ('9', 'CD'), ('AM', 'NNP'), ('.', '.')]"
103,HIND4908777,Neha goes to the work at 9 AM.,2,"[('Neha', 'NN'), ('goes', 'VBZ'), ('to', 'TO'), ('the', 'DT'), ('work', 'NN'), ('at', 'IN'), ('9', 'CD'), ('AM', 'NNP'), ('.', '.')]"
104,HIND4910095,My mother is housewife.,2,"[('My', 'PRP$'), ('mother', 'NN'), ('is', 'VBZ'), ('housewife', 'VBN'), ('.', '.')]"
105,HIND4910095,My mother is a housewife.,2,"[('My', 'PRP$'), ('mother', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('housewife', 'NN'), ('.', '.')]"
106,HIND4910095,My mother is the housewife.,2,"[('My', 'PRP$'), ('mother', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('housewife', 'NN'), ('.', '.')]"
107,HIND4910095, ,2,[]
108,HIND4919016,I likes my job.,2,"[('I', 'PRP'), ('likes', 'VBP'), ('my', 'PRP$'), ('job', 'NN'), ('.', '.')]"
109,HIND4919016,I like my job.,2,"[('I', 'PRP'), ('like', 'VBP'), ('my', 'PRP$'), ('job', 'NN'), ('.', '.')]"
110,HIND4919016,I am like my job.,2,"[('I', 'PRP'), ('am', 'VBP'), ('like', 'IN'), ('my', 'PRP$'), ('job', 'NN'), ('.', '.')]"
111,HIND4919016,I liking my job.,2,"[('I', 'PRP'), ('liking', 'VBG'), ('my', 'PRP$'), ('job', 'NN'), ('.', '.')]"
112,HIND4929630,Ankit not works at State Bank of India.,2,"[('Ankit', 'NNP'), ('not', 'RB'), ('works', 'VBZ'), ('at', 'IN'), ('State', 'NNP'), ('Bank', 'NNP'), ('of', 'IN'), ('India', 'NNP'), ('.', '.')]"
113,HIND4929630,Ankit doesn't work at State Bank of India.,2,"[('Ankit', 'NNP'), ('does', 'VBZ'), (""n't"", 'RB'), ('work', 'VB'), ('at', 'IN'), ('State', 'NNP'), ('Bank', 'NNP'), ('of', 'IN'), ('India', 'NNP'), ('.', '.')]"
114,HIND4929630,Ankit doesn't works at State Bank of India.,2,"[('Ankit', 'NNP'), ('does', 'VBZ'), (""n't"", 'RB'), ('works', 'VB'), ('at', 'IN'), ('State', 'NNP'), ('Bank', 'NNP'), ('of', 'IN'), ('India', 'NNP'), ('.', '.')]"
115,HIND4929630,Ankit is not work at State Bank of India.,2,"[('Ankit', 'NNP'), ('is', 'VBZ'), ('not', 'RB'), ('work', 'NN'), ('at', 'IN'), ('State', 'NNP'), ('Bank', 'NNP'), ('of', 'IN'), ('India', 'NNP'), ('.', '.')]"
116,HIND4934697,What is you do?.,3,"[('What', 'WP'), ('is', 'VBZ'), ('you', 'PRP'), ('do', 'VB'), ('?', '.'), ('.', '.')]"
117,HIND4934697,What are you do?.,3,"[('What', 'WP'), ('are', 'VBP'), ('you', 'PRP'), ('do', 'VB'), ('?', '.'), ('.', '.')]"
118,HIND4934697,What do you do?.,3,"[('What', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('do', 'VB'), ('?', '.'), ('.', '.')]"
119,HIND4934697,What does you do?.,3,"[('What', 'WP'), ('does', 'VBZ'), ('you', 'PRP'), ('do', 'VB'), ('?', '.'), ('.', '.')]"
120,HIND4941057,What do Sheela do?,2,"[('What', 'WP'), ('do', 'VBP'), ('Sheela', 'VB'), ('do', 'VB'), ('?', '.')]"
121,HIND4941057,What does Sheela do?,2,"[('What', 'WP'), ('does', 'VBZ'), ('Sheela', 'NNP'), ('do', 'VB'), ('?', '.')]"
122,HIND4941057,What is Sheela do?,2,"[('What', 'WP'), ('is', 'VBZ'), ('Sheela', 'NNP'), ('do', 'VB'), ('?', '.')]"
123,HIND4941057,What doing Sheela do?,2,"[('What', 'WP'), ('doing', 'VBG'), ('Sheela', 'NNP'), ('do', 'VB'), ('?', '.')]"
124,HIND4948420,I go to school every day at 9 AM.,1,"[('I', 'PRP'), ('go', 'VBP'), ('to', 'TO'), ('school', 'NN'), ('every', 'DT'), ('day', 'NN'), ('at', 'IN'), ('9', 'CD'), ('AM', 'NNP'), ('.', '.')]"
125,HIND4948420,I am go to school every day at 9 AM.,1,"[('I', 'PRP'), ('am', 'VBP'), ('go', 'VB'), ('to', 'TO'), ('school', 'NN'), ('every', 'DT'), ('day', 'NN'), ('at', 'IN'), ('9', 'CD'), ('AM', 'NNP'), ('.', '.')]"
126,HIND4948420,I going to school every day at 9 AM.,1,"[('I', 'PRP'), ('going', 'VBG'), ('to', 'TO'), ('school', 'NN'), ('every', 'DT'), ('day', 'NN'), ('at', 'IN'), ('9', 'CD'), ('AM', 'NNP'), ('.', '.')]"
127,HIND4948420,I have go to school every day at 9 AM.,1,"[('I', 'PRP'), ('have', 'VBP'), ('go', 'VBN'), ('to', 'TO'), ('school', 'NN'), ('every', 'DT'), ('day', 'NN'), ('at', 'IN'), ('9', 'CD'), ('AM', 'NNP'), ('.', '.')]"
128,HIND4949866,I doesn't go to school on weekends.,2,"[('I', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('go', 'VB'), ('to', 'TO'), ('school', 'NN'), ('on', 'IN'), ('weekends', 'NNS'), ('.', '.')]"
129,HIND4949866,I don't go to school on weekends.,2,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('go', 'VB'), ('to', 'TO'), ('school', 'NN'), ('on', 'IN'), ('weekends', 'NNS'), ('.', '.')]"
130,HIND4949866,I am not go to school on weekends.,2,"[('I', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('go', 'VB'), ('to', 'TO'), ('school', 'NN'), ('on', 'IN'), ('weekends', 'NNS'), ('.', '.')]"
131,HIND4949866,I don't goes to school on weekends.,2,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('goes', 'VBZ'), ('to', 'TO'), ('school', 'NN'), ('on', 'IN'), ('weekends', 'NNS'), ('.', '.')]"
132,HIND4951128,You works at a restaurant.,4,"[('You', 'PRP'), ('works', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('restaurant', 'NN'), ('.', '.')]"
133,HIND4951128,You are work at a restaurant.,4,"[('You', 'PRP'), ('are', 'VBP'), ('work', 'VBN'), ('at', 'IN'), ('a', 'DT'), ('restaurant', 'NN'), ('.', '.')]"
134,HIND4951128,You working at a restaurant.,4,"[('You', 'PRP'), ('working', 'VBG'), ('at', 'IN'), ('a', 'DT'), ('restaurant', 'NN'), ('.', '.')]"
135,HIND4951128,You work at a restaurant.,4,"[('You', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('restaurant', 'NN'), ('.', '.')]"
136,HIND4952396,I doesn't like your job.,3,"[('I', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('like', 'VB'), ('your', 'PRP$'), ('job', 'NN'), ('.', '.')]"
137,HIND4952396,I are not like your job.,3,"[('I', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('like', 'IN'), ('your', 'PRP$'), ('job', 'NN'), ('.', '.')]"
138,HIND4952396,I don't like your job.,3,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('like', 'VB'), ('your', 'PRP$'), ('job', 'NN'), ('.', '.')]"
139,HIND4952396,I not liking your job.,3,"[('I', 'PRP'), ('not', 'RB'), ('liking', 'VBG'), ('your', 'PRP$'), ('job', 'NN'), ('.', '.')]"
140,HIND4953614,We check our emails every day.,1,"[('We', 'PRP'), ('check', 'VBP'), ('our', 'PRP$'), ('emails', 'NNS'), ('every', 'DT'), ('day', 'NN'), ('.', '.')]"
141,HIND4953614,We are check our emails every day.,1,"[('We', 'PRP'), ('are', 'VBP'), ('check', 'VB'), ('our', 'PRP$'), ('emails', 'NNS'), ('every', 'DT'), ('day', 'NN'), ('.', '.')]"
142,HIND4953614,We checks our emails every day.,1,"[('We', 'PRP'), ('checks', 'VBP'), ('our', 'PRP$'), ('emails', 'NNS'), ('every', 'DT'), ('day', 'NN'), ('.', '.')]"
143,HIND4953614,We checking our emails every day.,1,"[('We', 'PRP'), ('checking', 'VBG'), ('our', 'PRP$'), ('emails', 'NNS'), ('every', 'DT'), ('day', 'NN'), ('.', '.')]"
144,HIND4954841,Please answers the phone.,2,"[('Please', 'NNP'), ('answers', 'VBZ'), ('the', 'DT'), ('phone', 'NN'), ('.', '.')]"
145,HIND4954841,Please answer the phone.,2,"[('Please', 'NNP'), ('answer', 'VB'), ('the', 'DT'), ('phone', 'NN'), ('.', '.')]"
146,HIND4954841,Please do answer the phone.,2,"[('Please', 'VB'), ('do', 'VB'), ('answer', 'VB'), ('the', 'DT'), ('phone', 'NN'), ('.', '.')]"
147,HIND4954841,Please answering the phone.,2,"[('Please', 'VB'), ('answering', 'VBG'), ('the', 'DT'), ('phone', 'NN'), ('.', '.')]"
