,Slide ID,Options,Correct ID,is_correct
66,HIND6560526,Let's gets dinner together.,4.0,0
67,HIND6560526,Let's have dinner together.,4.0,0
68,HIND4827357,Do you want any biscuit?,2.0,0
69,HIND4827357,Do you want a biscuit?,2.0,0
70,HIND4827357,Do you want an biscuit?,2.0,0
71,HIND4827357,,2.0,0
72,HIND4804739,Your childrens are very smart.,2.0,0
73,HIND4804739,Your children are very smart.,2.0,0
74,HIND4804739,Your children is very smart.,2.0,0
75,HIND4804739,Your childs are very smart.,2.0,0
76,HIND4260464,Where does <default-female-name> live?,1.0,0
77,HIND4260464,Where does <default-female-name> lives?,1.0,0
78,HIND4260464,Where does <default-female-name> living?,1.0,0
79,HIND4260464,,1.0,0
80,HIND4831247,I want a kg of apples.,1.0,0
81,HIND4831247,I want an kg of apples.,1.0,0
82,HIND4831247,I want any kg of apples.,1.0,0
83,HIND4831247,,1.0,0
84,HIND2910195,I am from France. I is French.,3.0,0
85,HIND2910195,I am from France. I am Francian.,3.0,0
86,HIND2910195,I am from France. I am French.,3.0,0
87,HIND2910195,I am from France. I French.,3.0,0
88,HIND4545338,Are there any teachers in the school?,1.0,0
89,HIND4545338,Is there any teachers in the school?,1.0,0
90,HIND4545338,There is any teachers in the school?,1.0,0
91,HIND4545338,,1.0,0
92,HIND4294093,I work at <default-company-name>,1.0,0
93,HIND4294093,I work at a <default-company-name>,1.0,0
94,HIND4294093,I work from <default-company-name>,1.0,0
95,HIND4294093,I work on <default-company-name>,1.0,0
96,HIND4192355,<default-male-name2>''s bag is under the bed.,1.0,0
97,HIND4192355,<default-male-name2>''s bag is at the bed.,1.0,0
98,HIND4192355,<default-male-name2>''s bag is in the bed.,1.0,0
99,HIND4192355,,1.0,0
100,HIND4541526,Are there the letter 'f' in the word photograph.,2.0,0
101,HIND4541526,There isn't the letter 'f' in the word photograph.,2.0,0
102,HIND4541526,Are the letter 'f' in the word photograph.,2.0,0
103,HIND4541526,,2.0,0
104,HIND3830855,<default-actor-name> <default-actor-surname> have black and white hair.,3.0,0
105,HIND3830855,<default-actor-name> <default-actor-surname> has a black and white hair.,3.0,0
106,HIND3830855,<default-actor-name> <default-actor-surname> has black and white hair.,3.0,0
107,HIND3830855,,3.0,0
108,HIND3789254,Your father is a smart man.,1.0,0
109,HIND3789254,Your father is smart man.,1.0,0
110,HIND3789254,Your father is smarty man.,1.0,0
111,HIND3789254,,1.0,0
112,HIND4747658,How much is this pants for?,2.0,0
113,HIND4747658,How much are these pants for?,2.0,0
114,HIND4747658,How much is these pants for?,2.0,0
115,HIND4747658,How much are that pants for?,2.0,0
116,HIND4720844,How much bottles of water.,2.0,0
117,HIND4720844,How many bottles of water.,2.0,0
118,HIND4720844,How manies bottles of water.,2.0,0
119,HIND4720844,,2.0,0
120,HIND4059388,My red pants fit me well.,1.0,0
121,HIND4059388,My red pant fit me well.,1.0,0
122,HIND4059388,My red pants are fit me well.,1.0,0
123,HIND4059388,,1.0,0
124,HIND3945250,Do they have a cat?,1.0,0
125,HIND3945250,Does they have a cat?,1.0,0
126,HIND3945250,Are they have a cat?,1.0,0
127,HIND3945250,,1.0,0
128,HIND4306038,<default-female-name2> and <default-female-name> work at a school.,1.0,0
129,HIND4306038,<default-female-name> work at a school.,1.0,0
130,HIND4306038,<default-female-name2> work at a school.,1.0,0
131,HIND4306038,,1.0,0
132,HIND3194056,I dances very well.,2.0,0
133,HIND3194056,I dance very well.,2.0,0
134,HIND3194056,I am dance very well.,2.0,0
135,HIND3194056,I dancing very well.,2.0,0
136,HIND3176368,They eats bread.,2.0,0
137,HIND3176368,They eat bread.,2.0,0
138,HIND3176368,They are eat bread.,2.0,0
139,HIND3176368,They does eat bread.,2.0,0
140,HIND4552926,Are there any windows in the room?,1.0,0
141,HIND4552926,There isn't any windows in the room?,1.0,0
142,HIND4552926,Is there any windows in the room?,1.0,0
143,HIND4552926,,1.0,0
144,HIND3191070,He drinks water,1.0,0
145,HIND3191070,He drink water,1.0,0
146,HIND3191070,He are drink water,1.0,0
147,HIND3191070,He do drink water,1.0,0
148,HIND4240582,She live next to the mall in <default-city-area>,2.0,0
149,HIND4240582,They live next to the mall in <default-city-area>,2.0,0
150,HIND4240582,He live next to the mall in <default-city-area>,2.0,0
151,HIND4240582,,2.0,0
152,HIND3944044,Do <default-male-name3> have a son?,2.0,0
153,HIND3944044,Does <default-male-name3> have a son?,2.0,0
154,HIND3944044,Is <default-male-name3> have a son?,2.0,0
155,HIND3944044,,2.0,0
156,HIND4267090,Where do they live?,1.0,0
157,HIND4267090,Where does they live?,1.0,0
158,HIND4267090,Where are they live?,1.0,0
159,HIND4267090,,1.0,0
160,HIND4777212,There isn't many tea in the cup.,2.0,0
161,HIND4777212,There isn't much tea in the cup.,2.0,0
162,HIND4777212,There isn't a tea in the cup.,2.0,0
163,HIND4777212,,2.0,0
164,HIND4237327,<default-female-name> lives behind my house in <default-city-name1>.,1.0,0
165,HIND4237327,<default-female-name> does lives behind my house in <default-city-name1>.,1.0,0
166,HIND4237327,<default-female-name> live behind my house in <default-city-name1>.,1.0,0
167,HIND4237327,<default-female-name> is lives behind my house in <default-city-name1>.,1.0,0
168,HIND4317489,Where are <default-male-name> work?,3.0,0
169,HIND4317489,Where is <default-male-name> work?,3.0,0
170,HIND4317489,Where does <default-male-name> work?,3.0,0
171,HIND4317489,,3.0,0
172,HIND3590736,This is there sister.,2.0,0
173,HIND3590736,This is their sister.,2.0,0
174,HIND3590736,This is theirs sister.,2.0,0
175,HIND3590736,,2.0,0
176,HIND4826149,Do you have a children?,3.0,0
177,HIND4826149,Do you have an children?,3.0,0
178,HIND4826149,Do you have any children?,3.0,0
179,HIND4826149,,3.0,0
180,HIND4731992,How many money do you have?,2.0,0
181,HIND4731992,How much money do you have?,2.0,0
182,HIND4731992,,2.0,0
183,HIND4731992,,2.0,0
184,HIND4828565,Are there a apples in the fridge?,3.0,0
185,HIND4828565,Are there an apples in the fridge?,3.0,0
186,HIND4828565,Are there any apples in the fridge?,3.0,0
187,HIND4828565,,3.0,0
188,HIND2908990,She is from England. She is England.,3.0,0
189,HIND2908990,She is from England. She are British.,3.0,0
190,HIND2908990,She is from England. She is British.,3.0,0
191,HIND2908990,She is from England. She am British.,3.0,0
192,HIND3448548,Look there is <default-male-name3>.,1.0,0
193,HIND3448548,Look there am <default-male-name3>.,1.0,0
194,HIND3448548,Look there are <default-male-name3>.,1.0,0
195,HIND3448548,,1.0,0
196,HIND4677169,I would like some oranges.,1.0,0
197,HIND4677169,I want like some oranges.,1.0,0
198,HIND4677169,I have like some oranges.,1.0,0
199,HIND4677169,I am like some oranges.,1.0,0
200,HIND3798572,She is smart woman.,3.0,0
201,HIND3798572,She is smarty woman.,3.0,0
202,HIND3798572,She is a smart woman.,3.0,0
203,HIND3798572,,3.0,0
204,HIND2984407,Is she a student?,1.0,0
205,HIND2984407,Is you a student?,1.0,0
206,HIND2984407,Is she is a student?,1.0,0
207,HIND2984407,Does she a student?,1.0,0
208,HIND6356031,I have seen DDLJ fifth times.,2.0,0
209,HIND6356031,I have seen DDLJ five times.,2.0,0
210,HIND6356031,I have seen DDLJ fiveth times.,2.0,0
211,HIND6356031,I have seen DDLJ five time.,2.0,0
212,HIND4702042,"How much are those pants, the ones displayed here?",2.0,0
213,HIND4702042,"How much are these pants, the ones displayed here?",2.0,0
214,HIND4702042,"How much are this pants, the ones displayed here?",2.0,0
215,HIND4702042,"How much are that pants, the ones displayed here?",2.0,0
216,HIND3946503,Do you have a girl-friend?,1.0,0
217,HIND3946503,Does you have a girl-friend?,1.0,0
218,HIND3946503,Are you have a girl-friend?,1.0,0
219,HIND3946503,,1.0,0
220,HIND4750362,How much is this house for?,1.0,0
221,HIND4750362,How much is these house for?,1.0,0
222,HIND4750362,How much is those house for?,1.0,0
223,HIND4750362,How much are this house for?,1.0,0
224,HIND4843016,Are a of those shoes <default-female-name>''s?,2.0,0
225,HIND4843016,Are any of those shoes <default-female-name>''s?,2.0,0
226,HIND4843016,Are the of those shoes <default-female-name>''s?,2.0,0
227,HIND4843016,,2.0,0
228,HIND3195548,They dance very well.,1.0,0
229,HIND3195548,They dances very well.,1.0,0
230,HIND3195548,They are dance very well.,1.0,0
231,HIND3195548,They dancing very well.,1.0,0
232,HIND4539098,Is there a bathroom in this house?,1.0,0
233,HIND4539098,There are a bathroom in this house?,1.0,0
234,HIND4539098,Is a bathroom in this house?,1.0,0
235,HIND4539098,,1.0,0
236,HIND2983203,Are they from America?,1.0,0
237,HIND2983203,Is they from America?,1.0,0
238,HIND2983203,Are they are from America?,1.0,0
239,HIND2983203,Do they are from America?,1.0,0
240,HIND4824913,Is there a milk in the fridge?,2.0,0
241,HIND4824913,Is there any milk in the fridge?,2.0,0
242,HIND4824913,Is there an milk in the fridge?,2.0,0
243,HIND4824913,Is there the milk in the fridge?,2.0,0
244,HIND3185435,Do you drinks water?,2.0,0
245,HIND3185435,Do you drink water?,2.0,0
246,HIND3185435,Do you are drink water?,2.0,0
247,HIND3185435,,2.0,0
248,HIND4551145,There aren't a kitchen in this house?,3.0,0
249,HIND4551145,There isn't a kitchen in this house?,3.0,0
250,HIND4551145,Is there a kitchen in this house?,3.0,0
251,HIND4551145,,3.0,0
252,HIND3160790,He speak English.,3.0,0
253,HIND3160790,She speak English.,3.0,0
254,HIND3160790,We speak English.,3.0,0
255,HIND3160790,Us speak English.,3.0,0
256,HIND4521472,<default-male-name2> sits between <default-female-name2> and <default-female-name3>.,1.0,0
257,HIND4521472,<default-male-name2> sits in front <default-female-name2> and <default-female-name3>.,1.0,0
258,HIND4521472,<default-male-name2> sits next <default-female-name2> and <default-female-name3>.,1.0,0
259,HIND4521472,,1.0,0
260,HIND4146305,My books are in my room.,1.0,0
261,HIND4146305,My books are on my room.,1.0,0
262,HIND4146305,My books are at my room.,1.0,0
263,HIND4146305,,1.0,0
264,HIND4808394,Silver are expensive.,2.0,0
265,HIND4808394,Silver is expensive.,2.0,0
266,HIND4808394,Silver does expensive.,2.0,0
267,HIND4808394,Silver has expensive.,2.0,0
268,HIND4723908,How much bottles of Pepsi do you have?,2.0,0
269,HIND4723908,How many bottles of Pepsi do you have?,2.0,0
270,HIND4723908,,2.0,0
271,HIND4723908,,2.0,0
272,HIND3707630,How old your mother?,2.0,0
273,HIND3707630,How old is your mother?,2.0,0
274,HIND3707630,How many years is your mother?,2.0,0
275,HIND3707630,How old are your mother?,2.0,0
276,HIND4311119,<default-female-name> and I works at a school.,3.0,0
277,HIND4311119,<default-female-name> and I are work at a school.,3.0,0
278,HIND4311119,<default-female-name> and I work at a school.,3.0,0
279,HIND4311119,,3.0,0
280,HIND4811695,The shoes are very expensive.,1.0,0
281,HIND4811695,The shoes is very expensive.,1.0,0
282,HIND4811695,The shoes has very expensive.,1.0,0
283,HIND4811695,The shoes have very expensive.,1.0,0
284,HIND4782449,There aren't much water in the glass.,2.0,0
285,HIND4782449,There isn't much water in the glass.,2.0,0
286,HIND4782449,There isn't many water in the glass.,2.0,0
287,HIND4782449,There isn't a water in the glass.,2.0,0
288,HIND4543855,Their is a bank next to the school.,3.0,0
289,HIND4543855,There are a bank next to the school.,3.0,0
290,HIND4543855,There is a bank next to the school.,3.0,0
291,HIND4543855,,3.0,0
292,HIND3631340,How many airports are in <default-city-name1>?,3.0,0
293,HIND3631340,How many airports there are in <default-city-name1>?,3.0,0
294,HIND3631340,How many airports are there in <default-city-name1>?,3.0,0
295,HIND3631340,,3.0,0
296,HIND2907790,He is China. He is Chinese.,3.0,0
297,HIND2907790,He from China. He is Chinese.,3.0,0
298,HIND2907790,He is from China. He is Chinese.,3.0,0
299,HIND2907790,,3.0,0
300,HIND4722201,How much sugar do you have?,1.0,0
301,HIND4722201,How many sugar do you have?,1.0,0
302,HIND4722201,,1.0,0
303,HIND4722201,,1.0,0
304,HIND4851442,They don't have a chocolates.,2.0,0
305,HIND4851442,They don't have any chocolates.,2.0,0
306,HIND4851442,They don't have some chocolates.,2.0,0
307,HIND4851442,,2.0,0
308,HIND2954775,He is not China. He is not Chinese.,3.0,0
309,HIND2954775,He is from not China. He is not Chinese.,3.0,0
310,HIND2954775,He is not from China. He is not Chinese.,3.0,0
311,HIND2954775,He is not is from China. He is not Chinese.,3.0,0
312,HIND2961416,"She's isn't from England, she is not British.",3.0,0
313,HIND2961416,"She isn't not from England, she is not British.",3.0,0
314,HIND2961416,"She isn't from England, she is not British.",3.0,0
315,HIND2961416,"She's not is from England, she is not British.",3.0,0
316,HIND4855833,Does she have some sisters?,3.0,0
317,HIND4855833,Does she have a sisters?,3.0,0
318,HIND4855833,Does she have any sisters?,3.0,0
319,HIND4855833,Does she have much sisters?,3.0,0
320,HIND3598911,Her wife is smart.,2.0,0
321,HIND3598911,His wife is smart.,2.0,0
322,HIND3598911,She wife is smart.,2.0,0
323,HIND3598911,,2.0,0
324,HIND3924239,<default-female-name3> has two daughters.,1.0,0
325,HIND3924239,<default-female-name3> have two daughters.,1.0,0
326,HIND3924239,<default-female-name3> is have two daughters.,1.0,0
327,HIND3924239,,1.0,0
328,HIND4549167,There aren't any students in the school.,1.0,0
329,HIND4549167,There isn't any students in the school.,1.0,0
330,HIND4549167,There is any students in the school.,1.0,0
331,HIND4549167,,1.0,0
332,HIND3337124,<phone-number> is don't my number.,2.0,0
333,HIND3337124,<phone-number> isn't my number.,2.0,0
334,HIND3337124,<phone-number> aren't my number.,2.0,0
335,HIND3337124,<phone-number> doesn't my number.,2.0,0
336,HIND4523402,Are there a mall on this street?,3.0,0
337,HIND4523402,There a mall on this street?,3.0,0
338,HIND4523402,Is there a mall on this street?,3.0,0
339,HIND4523402,,3.0,0
340,HIND4813291,These am my water bottles.,2.0,0
341,HIND4813291,These are my water bottles.,2.0,0
342,HIND4813291,These has my water bottles.,2.0,0
343,HIND4813291,These is my water bottles.,2.0,0
344,HIND3455653,<default-male-name2>''s bag is heavy.,1.0,0
345,HIND3455653,<default-male-name2>''s bag am heavy.,1.0,0
346,HIND3455653,<default-male-name2>''s bag are heavy.,1.0,0
347,HIND3455653,,1.0,0
348,HIND3595249,Their brothers are smart.,1.0,0
349,HIND3595249,They brothers are smart.,1.0,0
350,HIND3595249,Them brothers are smart.,1.0,0
351,HIND3595249,There brothers are smart.,1.0,0
352,HIND2911529,I am from China. I am Chinese.,1.0,0
353,HIND2911529,I am China. I am Chinese.,1.0,0
354,HIND2911529,I from China. I am Chinese.,1.0,0
355,HIND2911529,I belong China. I am Chinese.,1.0,0
356,HIND3801003,I have 2 reds bags.,3.0,0
357,HIND3801003,I have 2 a red bags.,3.0,0
358,HIND3801003,I have 2 red bags.,3.0,0
359,HIND3801003,,3.0,0
360,HIND4719038,How many flowers.,1.0,0
361,HIND4719038,How much flowers.,1.0,0
362,HIND4719038,,1.0,0
363,HIND4719038,,1.0,0
364,HIND4697665,How much is this ice cream here?,1.0,0
365,HIND4697665,How much is that ice cream here?,1.0,0
366,HIND4697665,How much is these ice cream here?,1.0,0
367,HIND4697665,,1.0,0
368,HIND3939522,Does Mr. <default-male-surname> has a car?,2.0,0
369,HIND3939522,Does Mr. <default-male-surname> have a car?,2.0,0
370,HIND3939522,Does Mr. <default-male-surname> is has a car?,2.0,0
371,HIND3939522,,2.0,0
372,HIND4302343,He works at a school.,1.0,0
373,HIND4302343,He work at a school.,1.0,0
374,HIND4302343,He is work at a school.,1.0,0
375,HIND4302343,,1.0,0
376,HIND3972054,<default-female-name> doesn''t has two daughters.,2.0,0
377,HIND3972054,<default-female-name> doesn''t have two daughters.,2.0,0
378,HIND3972054,<default-female-name> don''t has two daughters.,2.0,0
379,HIND3972054,<default-female-name> is not have two daughters.,2.0,0
380,HIND2965485,They aren't Chinese.,1.0,0
381,HIND2965485,They're aren't Chinese.,1.0,0
382,HIND2965485,They're are not Chinese.,1.0,0
383,HIND2965485,,1.0,0
384,HIND4848304,He doesn't have a apples.,3.0,0
385,HIND4848304,He doesn't have some apples.,3.0,0
386,HIND4848304,He doesn't have any apples.,3.0,0
387,HIND4848304,,3.0,0
388,HIND2923189,Your American.,3.0,0
389,HIND2923189,Your're American.,3.0,0
390,HIND2923189,You're American.,3.0,0
391,HIND2923189,Your are American.,3.0,0
392,HIND3970797,I don't has two sons.,2.0,0
393,HIND3970797,I don't have two sons.,2.0,0
394,HIND3970797,I doesn't have two sons.,2.0,0
395,HIND3970797,,2.0,0
396,HIND3429397,is this your daughter?,1.0,0
397,HIND3429397,am this your daughter?,1.0,0
398,HIND3429397,are this your daughter?,1.0,0
399,HIND3429397,,1.0,0
400,HIND4319927,Do you works at <default-company-name>?,2.0,0
401,HIND4319927,Do you work at <default-company-name>?,2.0,0
402,HIND4319927,Do you working at <default-company-name>?,2.0,0
403,HIND4319927,,2.0,0
404,HIND4728596,How much pairs of shoes do you have?,2.0,0
405,HIND4728596,How many pairs of shoes do you have?,2.0,0
406,HIND4728596,How manies pairs of shoes do you have?,2.0,0
407,HIND4728596,Hows many pairs of shoes do you have?,2.0,0
408,HIND4187444,<default-male-name>''s bag is in the room.,1.0,0
409,HIND4187444,<default-male-name>''s bag is at the room.,1.0,0
410,HIND4187444,<default-male-name>''s bag is on the room.,1.0,0
411,HIND4187444,,1.0,0
412,HIND3584594,Our brother speak Japanese.,3.0,0
413,HIND3584594,Our brother speaking Japanese.,3.0,0
414,HIND3584594,Our brother speaks Japanese.,3.0,0
415,HIND3584594,,3.0,0
416,HIND4830024,Do you have a black skirt?,1.0,0
417,HIND4830024,Do you have the black skirt?,1.0,0
418,HIND4830024,Do you have an black skirt?,1.0,0
419,HIND4830024,,1.0,0
420,HIND2964044,Your not American.,3.0,0
421,HIND2964044,Your're not American.,3.0,0
422,HIND2964044,You're not American.,3.0,0
423,HIND2964044,Your aren't American.,3.0,0
424,HIND4844271,Are a of your sisters married?,3.0,0
425,HIND4844271,Are many of your sisters married?,3.0,0
426,HIND4844271,Are any of your sisters married?,3.0,0
427,HIND4844271,,3.0,0
428,HIND2921474,They're Chinese.,1.0,0
429,HIND2921474,They're are Chinese.,1.0,0
430,HIND2921474,They's Chinese.,1.0,0
431,HIND2921474,Their Chinese.,1.0,0
432,HIND4768215,I want a sugar.,3.0,0
433,HIND4768215,I want few sugar.,3.0,0
434,HIND4768215,I want some sugar.,3.0,0
435,HIND4768215,I want many sugar.,3.0,0
436,HIND4600462,Siddhivinayak is a famous beach in Mumbai.,3.0,0
437,HIND4600462,Siddhivinayak is a famous temple in Delhi.,3.0,0
438,HIND4600462,Siddhivinayak is a famous temple in Mumbai.,3.0,0
439,HIND4600462,,3.0,0
440,HIND4781128,There is some water in the glass.,1.0,0
441,HIND4781128,There is few water in the glass.,1.0,0
442,HIND4781128,There is a water in the glass.,1.0,0
443,HIND4781128,,1.0,0
444,HIND3942793,Do they have a dog?,1.0,0
445,HIND3942793,Do they has a dog?,1.0,0
446,HIND3942793,Do they are have a dog?,1.0,0
447,HIND3942793,,1.0,0
448,HIND3715965,I am in my thirty.,4.0,0
449,HIND3715965,I am in my thirtieth.,4.0,0
450,HIND3715965,I am in my thirty two.,4.0,0
451,HIND3715965,I am in my thirties.,4.0,0
452,HIND4717643,How many tea.,2.0,0
453,HIND4717643,How much tea.,2.0,0
454,HIND4717643,,2.0,0
455,HIND4717643,,2.0,0
456,HIND3799802,This is red bag.,2.0,0
457,HIND3799802,This is a red bag.,2.0,0
458,HIND3799802,This is reds bag.,2.0,0
459,HIND3799802,,2.0,0
460,HIND2916926,"He is from France, He're French.",3.0,0
461,HIND2916926,"He is from France, He's is French.",3.0,0
462,HIND2916926,"He is from France, He's French.",3.0,0
463,HIND2916926,"He is from France, Hes's French.",3.0,0
464,HIND3854247,I hear with my eyes.,3.0,0
465,HIND3854247,I run with my eyes.,3.0,0
466,HIND3854247,I see with my eyes.,3.0,0
467,HIND3854247,,3.0,0
468,HIND4852732,There is a rice in the fridge.,3.0,0
469,HIND4852732,There is the rice in the fridge.,3.0,0
470,HIND4852732,There is some rice in the fridge.,3.0,0
471,HIND4852732,There is any rice in the fridge.,3.0,0
472,HIND3947706,Have you have siblings?,3.0,0
473,HIND3947706,Does you have siblings?,3.0,0
474,HIND3947706,Do you have siblings?,3.0,0
475,HIND3947706,,3.0,0
476,HIND4775929,How much juice are there in the glass?,2.0,0
477,HIND4775929,How much juice is there in the glass?,2.0,0
478,HIND4775929,How much juices are there in the glass?,2.0,0
479,HIND4775929,,2.0,0
480,HIND4599114,Marine drive is a famous park in Mumbai.,2.0,0
481,HIND4599114,Marine drive is a famous street in Mumbai.,2.0,0
482,HIND4599114,Marine drive is a famous hospital in Mumbai.,2.0,0
483,HIND4599114,,2.0,0
484,HIND3423630,<default-male-name2>''s bag is heavy.,1.0,0
485,HIND3423630,<default-male-name2>''s bag am heavy.,1.0,0
486,HIND3423630,<default-male-name2>''s bag are heavy.,1.0,0
487,HIND3423630,,1.0,0
488,HIND3634128,How many cars you have?,3.0,0
489,HIND3634128,How many cars you has?,3.0,0
490,HIND3634128,How many cars do you have?,3.0,0
491,HIND3634128,,3.0,0
492,HIND3411029,Excuse me! Is you a teacher?,3.0,0
493,HIND3411029,Excuse me! Am you a teacher?,3.0,0
494,HIND3411029,Excuse me! Are you a teacher?,3.0,0
495,HIND3411029,Excuse me! Do you a teacher?,3.0,0
496,HIND3973267,<default-male-name> doesn''t has a dog.,2.0,0
497,HIND3973267,<default-male-name> doesn''t have a dog.,2.0,0
498,HIND3973267,<default-male-name> don''t has a dog.,2.0,0
499,HIND3973267,<default-male-name> is not have a dog.,2.0,0
500,HIND3535222,My brother and sister is smart.,2.0,0
501,HIND3535222,My brother and sister are smart.,2.0,0
502,HIND3535222,My brother and sister am smart.,2.0,0
503,HIND3535222,,2.0,0
504,HIND4186197,<default-male-name>''s bag is in the table.,3.0,0
505,HIND4186197,<default-male-name>''s bag is at the table.,3.0,0
506,HIND4186197,<default-male-name>''s bag is on the table.,3.0,0
507,HIND4186197,,3.0,0
508,HIND3226147,She don't speak English.,2.0,0
509,HIND3226147,She doesn't speak English.,2.0,0
510,HIND3226147,She is not speak English.,2.0,0
511,HIND3226147,,2.0,0
512,HIND2906274,They are from America. They is Chinese.,2.0,0
513,HIND2906274,They are from America. They are American.,2.0,0
514,HIND2906274,They are from America. They are Indian.,2.0,0
515,HIND2906274,They are from America. They have American.,2.0,0
516,HIND2918718,"She's is from England, she is British.",3.0,0
517,HIND2918718,"She'm from England, she is British.",3.0,0
518,HIND2918718,"She's from England, she is British.",3.0,0
519,HIND2918718,"She're from England, she is British.",3.0,0
520,HIND4765552,Can I have a milk?,3.0,0
521,HIND4765552,Can I have few milk?,3.0,0
522,HIND4765552,Can I have some milk?,3.0,0
523,HIND4765552,,3.0,0
524,HIND3867136,I hear with my hands.,3.0,0
525,HIND3867136,I see with my hands.,3.0,0
526,HIND3867136,I eat with my hands.,3.0,0
527,HIND3867136,,3.0,0
528,HIND2962773,They're not Chinese.,1.0,0
529,HIND2962773,They're are not Chinese.,1.0,0
530,HIND2962773,They's not Chinese.,1.0,0
531,HIND2962773,They aren't not Chinese.,1.0,0
532,HIND4103463,I cook at the kitchen.,3.0,0
533,HIND4103463,I cook on the kitchen.,3.0,0
534,HIND4103463,I cook in the kitchen.,3.0,0
535,HIND4103463,,3.0,0
536,HIND2867061,I am from a city in <state-name>.,1.0,0
537,HIND2867061,I am for a city in <state-name>.,1.0,0
538,HIND2867061,I am come from a city in <state-name>.,1.0,0
539,HIND2867061,I am belong to a city in <state-name>.,1.0,0
540,HIND2967252,My name isn''t <female-name2>.,1.0,0
541,HIND2967252,My name is not is <female-name2>.,1.0,0
542,HIND2967252,My name isn''t not <female-name2>.,1.0,0
543,HIND2967252,,1.0,0
544,HIND3823736,My bag is a white.,3.0,0
545,HIND3823736,My bag is the white.,3.0,0
546,HIND3823736,My bag is white.,3.0,0
547,HIND3823736,,3.0,0
548,HIND4816466,Those women am very pretty.,2.0,0
549,HIND4816466,Those women are very pretty.,2.0,0
550,HIND4816466,Those women has very pretty.,2.0,0
551,HIND4816466,Those women is very pretty.,2.0,0
552,HIND3940944,Do you have a boy-friend?,1.0,0
553,HIND3940944,Do you has a boy-friend?,1.0,0
554,HIND3940944,Do you are have a boy-friend?,1.0,0
