Slide ID,Options,Correct ID
HIND3087441,I am speak English.,1
HIND3087441,I does speak English.,1
HIND3087441,I am English.,1
HIND3109025,I speak a little English.,1
HIND3109025,I am speaking a little English.,1
HIND3109025,I speak few English.,1
HIND3109025,I am speak a little English.,1
HIND3133651,Speak,1
HIND3133651,Sleep,1
HIND3133651,Eat,1
HIND3133651,Dance,1
HIND3134857,I speaks English.,3
HIND3134857,You speak English.,3
HIND3134857,I speak English.,3
HIND3134857,I am speak English.,3
HIND3136099,You speak English.,1
HIND3136099,You are speak English.,1
HIND3136099,I speak English.,1
HIND3136099,You speaks English.,1
HIND3139759,You speak English.,4
HIND3139759,He speaks English.,4
HIND3139759,I speak English.,4
HIND3139759,They speak English.,4
HIND3143635,You speak English.,4
HIND3143635,He speaks English.,4
HIND3143635,I speak English.,4
HIND3143635,We speak English.,4
HIND3149014,You speak English.,3
HIND3149014,She speaks English.,3
HIND3149014,He speaks English.,3
HIND3149014,We speak English.,3
HIND3156386,You speak English.,4
HIND3156386,He speaks English.,4
HIND3156386,I speak English.,4
HIND3156386,She speaks English.,4
HIND3165288,John speaks French.,1
HIND3165288,John speak French.,1
HIND3165288,John is speak French.,1
HIND3165288,John is speaking French.,1
HIND3166978,He drinks,3
HIND3166978,We eat,3
HIND3166978,She eats,3
HIND3166978,She dances,3
HIND3168992,He eats.,1
HIND3168992,She sleeps.,1
HIND3168992,She eats.,1
HIND3168992,She dances.,1
HIND3172962,He eats bread.,3
HIND3172962,She eat bread.,3
HIND3172962,She eats bread.,3
HIND3172962,She dances very well.,3
HIND3174505,I eat bread.,1
HIND3174505,You eats bread.,1
HIND3174505,I eats bread.,1
HIND3174505,I am eat bread.,1
HIND3180922,He drinks.,3
HIND3180922,She eats.,3
HIND3180922,She drinks.,3
HIND3180922,She dances.,3
HIND3183597,She drinks water.,1
HIND3183597,She dances very well.,1
HIND3183597,She eats bread.,1
HIND3183597,He drinks water.,1
HIND3192337,She dances.,1
HIND3192337,She sleeps.,1
HIND3192337,She eats.,1
HIND3192337,She drinks.,1
HIND3197449,He dances.,1
HIND3197449,He does dances.,1
HIND3197449,He does dance.,1
HIND3197449,He is dancing,1
HIND3205007,I don't speaks English.,3
HIND3205007,I English don't speak.,3
HIND3205007,I don't speak English.,3
HIND3205007,I am not speak English.,3
HIND3209029,I don't speak English.,2
HIND3209029,We don't speak English.,2
HIND3209029,They speak English.,2
HIND3209029,We doesn't speak English.,2
HIND3255033,He doesn't my friend.,2
HIND3255033,He is not my friend.,2
HIND3255033,She don't is my friend.,2
HIND3255033,He don't is my friend.,2
HIND3266544,They are from India.,4
HIND3266544,They India from not are.,4
HIND3266544,India they not from are.,4
HIND3266544,They are not from India.,4
HIND3268272,You are not from India.,1
HIND3268272,I are from India.,1
HIND3268272,You are from India.,1
HIND3268272,They are not from India.,1
HIND3277049,Zero,1
HIND3277049,One,1
HIND3277049,Two,1
HIND3277049,Three,1
HIND3278702,Four dogs,2
HIND3278702,One dog,2
HIND3278702,Two dogs,2
HIND3278702,Three dogs,2
HIND3284740,One girl,3
HIND3284740,Twos girls,3
HIND3284740,Two girls,3
HIND3284740,Two girl,3
HIND3286736,Three Indians boys.,2
HIND3286736,Three Indian boys.,2
HIND3286736,Two Indian girls.,2
HIND3286736,Three boys Indian.,2
HIND3290915,Two,4
HIND3290915,One,4
HIND3290915,Three,4
HIND3290915,Four,4
HIND3300946,Four dogs,2
HIND3300946,Seven dogs,2
HIND3300946,One dog,2
HIND3300946,Three dogs,2
HIND3304678,Four,3
HIND3304678,Five,3
HIND3304678,Eight,3
HIND3304678,Seven,3
HIND3306403,Eight,1
HIND3306403,Five,1
HIND3306403,Seven,1
HIND3306403,Four,1
HIND3308873,Nine,1
HIND3308873,Five,1
HIND3308873,Seven,1
HIND3308873,Three,1
HIND3312535,Nine,2
HIND3312535,Ten,2
HIND3312535,Seven,2
HIND3312535,Five,2
HIND3316807,What is your phone number?,1
HIND3316807,What is yours phone number?,1
HIND3316807,What is your address?,1
HIND3316807,Where are you from?,1
HIND3325879,My phone number is 8764031748.,1
HIND3325879,My phone number 8764031748.,1
HIND3325879,Your phone number is 8764031748.,1
HIND3325879,My phone number 8764031748 is.,1
HIND3331935,What is your phone number?,2
HIND3331935,Is 8764031748 your phone number?,2
HIND3331935,Are 8764031748 your phone number?,2
HIND3331935,Does 8764031748 your phone number?,2
HIND3333778,"Yes, 8764031748 is my number.",2
HIND3333778,"No, 8764031748 is not my number.",2
HIND3333778,"No, 8764031748 don't my number.",2
HIND3333778,"No, 8764031748 doesn't my number.",2
HIND3378481,Standing,2
HIND3378481,Stand up,2
HIND3378481,Stand down,2
HIND3378481,Stood,2
HIND3394366,Turn off your eyes.,3
HIND3394366,Eyes closed.,3
HIND3394366,Close your eyes.,3
HIND3394366,Eyes close.,3
HIND3398106,Mouth open.,4
HIND3398106,Eyes open.,4
HIND3398106,Opens your mouth.,4
HIND3398106,Open your mouth.,4
HIND3412639,"Yes, I",4
HIND3412639,"Yes, I is",4
HIND3412639,"Yes, I are",4
HIND3412639,"Yes, I am",4
HIND3415100,My name am John Khan.,4
HIND3415100,My name are John Khan.,4
HIND3415100,My name John Khan.,4
HIND3415100,My name is John Khan.,4
HIND3431556,She are not my daughter.,2
HIND3431556,She is not my daughter.,2
HIND3431556,She am not my daughter.,2
HIND3431556,She not my daughter.,2
HIND3437469,I'am,2
HIND3437469,I'm,2
HIND3437469,I'm not,2
HIND3437469,I are,2
HIND3439059,She'is,4
HIND3439059,She isn't,4
HIND3439059,She're,4
HIND3439059,She's,4
HIND3440705,They'are,2
HIND3440705,They're,2
HIND3440705,They'r,2
HIND3440705,They r,2
HIND3442507,You'are,3
HIND3442507,You'r,3
HIND3442507,You're,3
HIND3442507,You aren't,3
HIND3444331,We're,1
HIND3444331,We'r,1
HIND3444331,We'are,1
HIND3444331,We are not.,1
HIND3457189,Father,2
HIND3457189,Mother,2
HIND3457189,Child,2
HIND3457189,Brother,2
HIND3458944,Father,1
HIND3458944,Mother,1
HIND3458944,Child,1
HIND3458944,Brother,1
HIND3468563,He is my father,3
HIND3468563,She is my father,3
HIND3468563,She is my mother,3
HIND3468563,He is my mother,3
HIND3476572,She is my father.,4
HIND3476572,He is my mother.,4
HIND3476572,She is my mother.,4
HIND3476572,He is my father.,4
HIND3486746,Siblings,2
HIND3486746,Parents,2
HIND3486746,Child,2
HIND3486746,Children,2
HIND3488340,Father,2
HIND3488340,Sister,2
HIND3488340,Brother,2
HIND3488340,Mother,2
HIND3490514,Mother,4
HIND3490514,Sister,4
HIND3490514,Father,4
HIND3490514,Brother,4
HIND3496402,He is my father.,3
HIND3496402,She is my brother.,3
HIND3496402,He is my brother.,3
HIND3496402,She is my sister.,3
HIND3500760,I have two brothers.,1
HIND3500760,I have two people brothers.,1
HIND3500760,I have two brother.,1
HIND3500760,I have two sisters.,1
HIND3504197,I have one sisters.,4
HIND3504197,One sisters I have.,4
HIND3504197,I have sister one.,4
HIND3504197,I have one sister.,4
HIND3523414,I don't have siblings.,1
HIND3523414,I doesn't have siblings.,1
HIND3523414,I don't has siblings.,1
HIND3523414,I don't have children.,1
HIND3525001,Granedad,2
HIND3525001,Grandfather,2
HIND3525001,Grandmother,2
HIND3525001,Grenfather,2
HIND3526683,Grainmother,3
HIND3526683,Grani,3
HIND3526683,Grandmother,3
HIND3526683,Grendmother,3
HIND3528352,Grandmothers,3
HIND3528352,Children,3
HIND3528352,Grandparents,3
HIND3528352,Step parents,3
HIND3536476,My grandparents are smart.,1
HIND3536476,My grandparents is smart.,1
HIND3536476,My grandparent is smart.,1
HIND3536476,My children are smart.,1
HIND3538084,Parents,3
HIND3538084,Children,3
HIND3538084,Child,3
HIND3538084,Grandparents,3
HIND3539465,Parents,2
HIND3539465,Children,2
HIND3539465,Childs,2
HIND3539465,Childrens,2
HIND3540990,I don't have childrens.,4
HIND3540990,I doesn't have the children.,4
HIND3540990,I don't has children.,4
HIND3540990,I don't have children.,4
HIND3545550,This is mine car.,2
HIND3545550,This is my car.,2
HIND3545550,This car is my.,2
HIND3545550,My car is that.,2
HIND3569031,His sisters are not pretty.,1
HIND3569031,Their sisters are not pretty.,1
HIND3569031,Her sister is not pretty.,1
HIND3569031,His sister is not pretty.,1
HIND3572858,My sister speaks English.,4
HIND3572858,My sisters speaks English.,4
HIND3572858,My's sisters speak English.,4
HIND3572858,My sisters speak English.,4
HIND3579654,Do your sister speak Japanese?,2
HIND3579654,Does your sister speak Japanese?,2
HIND3579654,Does your sister speaks Japanese?,2
HIND3579654,Does you're sister speaks Japanese?,2
HIND3583322,Our brother is smart.,4
HIND3583322,Our brothers is smart.,4
HIND3583322,My brothers are smart.,4
HIND3583322,Our brothers are smart.,4
HIND3587029,Do your brothers speaks Japanese?,2
HIND3587029,Do your brothers speak Japanese?,2
HIND3587029,Does our brothers speak Japanese?,2
HIND3587029,Does our brothers speaks Japanese?,2
HIND3605804,How much bags?,4
HIND3605804,Which bags?,4
HIND3605804,What bags?,4
HIND3605804,How many bags?,4
HIND3612585,How many friends are there at the party?,1
HIND3612585,How many friends at the party?,1
HIND3612585,How much friends are there at the party?,1
HIND3612585,How many friend are there at the party?,1
HIND3618085,How much languages?,4
HIND3618085,Which languages?,4
HIND3618085,What languages?,4
HIND3618085,How many languages?,4
HIND3619296,How many languages do you speak?,1
HIND3619296,How many language do you speak?,1
HIND3619296,How languages do you speak?,1
HIND3619296,How many language do speak?,1
HIND3625351,How many brothers you have?,3
HIND3625351,How much brothers do you have?,3
HIND3625351,How many brothers do you have?,3
HIND3625351,How many brothers does you have?,3
HIND3629335,How many airports are there in Mumbai	?,1
HIND3629335,How much airports are there in Mumbai?,1
HIND3629335,How many airports there are in Mumbai?,1
HIND3629335,How many airports in Mumbai?,1
HIND3648237,Thirteen,1
HIND3648237,Twelve,1
HIND3648237,Ten,1
HIND3648237,Nine,1
HIND3649468,Thirteen,2
HIND3649468,Twelve,2
HIND3649468,Ten,2
HIND3649468,Nine,2
HIND3654183,Thirteen,3
HIND3654183,Twelve,3
HIND3654183,Fourteen,3
HIND3654183,Nine,3
HIND3656651,Thirteen,3
HIND3656651,Twelve,3
HIND3656651,Sixteen,3
HIND3656651,Fifteen,3
HIND3659057,Sixteen,3
HIND3659057,Twelve,3
HIND3659057,Seventeen,3
HIND3659057,Fifteen,3
HIND3665679,Sixteen,2
HIND3665679,Nineteen,2
HIND3665679,Seventeen,2
HIND3665679,Fifteen,2
HIND3674836,Eight,2
HIND3674836,Twenty eight,2
HIND3674836,Twenty,2
HIND3674836,Thirty eight,2
HIND3676398,Forty nine,4
HIND3676398,Ninety nine,4
HIND3676398,Forty four,4
HIND3676398,Ninety four,4
HIND3677599,Fifty eight,4
HIND3677599,Eighty,4
HIND3677599,Five,4
HIND3677599,Eighty five,4
HIND3678803,Twenty four,3
HIND3678803,Fifty two,3
HIND3678803,Forty two,3
HIND3678803,Forty four,3
HIND3681762,Nineteen,2
HIND3681762,Ninety nine,2
HIND3681762,Ninety,2
HIND3681762,Nine,2
HIND3683484,Thirty seven,4
HIND3683484,Thirty five,4
HIND3683484,Thirty,4
HIND3683484,Thirty six,4
HIND3684760,Sixty eight,1
HIND3684760,Eighty six,1
HIND3684760,Sixty nine,1
HIND3684760,Eighty seven,1
HIND3686499,Twenty four,3
HIND3686499,Forty eight,3
HIND3686499,Eighty four,3
HIND3686499,Forty four,3
HIND3688388,Ninety seven,4
HIND3688388,Seventeen nine,4
HIND3688388,Sixty nine,4
HIND3688388,Seventy nine,4
HIND3696367,How old are you?,1
HIND3696367,How many old are you?,1
HIND3696367,How much old are you?,1
HIND3696367,How are you?,1
HIND3705436,How old is your brother?,1
HIND3705436,How old are your brother?,1
HIND3705436,How much old is your brother?,1
HIND3705436,Is your brother old?,1
HIND3714625,I am thirty.,2
HIND3714625,I am in my thirties.,2
HIND3714625,I am in my twenties.,2
HIND3714625,I am on my thirties.,2
HIND3718405,I am forty.,3
HIND3718405,I am forty five.,3
HIND3718405,I am forty two.,3
HIND3718405,I am of forty two.,3
HIND3723470,John is intelligent.,1
HIND3723470,John has intelligent.,1
HIND3723470,John are intelligent.,1
HIND3723470,John is an intelligent.,1
HIND3734653,Emma Watson is looks pretty.,2
HIND3734653,Emma Watson is pretty.,2
HIND3734653,Emma Watson is looking pretty.,2
HIND3734653,Emma Watson are pretty.,2
HIND3740989,Emma Watson is looks very pretty.,4
HIND3740989,Emma Watson has very pretty.,4
HIND3740989,Emma Watsonsvery pretty.,4
HIND3740989,Emma Watson is very pretty.,4
HIND3745007,Intelligent,4
HIND3745007,Pretty,4
HIND3745007,Smart,4
HIND3745007,Awesome,4
HIND3751101,Sarah is smart and quiet.,4
HIND3751101,Sarah is intelligent and pretty.,4
HIND3751101,Sarah is shy cheerful.,4
HIND3751101,Sarah is shy and pretty.,4
HIND3752684,Sarah is intelligent and quiet.,2
HIND3752684,Sarah is intelligent and cheerful.,2
HIND3752684,Sarah are intelligent and cheerful.,2
HIND3752684,Sarah has intelligent and cheerful.,2
HIND3756398,Your daughter is a very intelligent.,2
HIND3756398,Your daughter is very intelligent.,2
HIND3756398,Your daughters very intelligent.,2
HIND3756398,Your daughter are very intelligent.,2
HIND3762906,Tall a man.,4
HIND3762906,A man tall.,4
HIND3762906,A tall woman.,4
HIND3762906,A tall man.,4
HIND3764123,A short woman.,1
HIND3764123,A woman short.,1
HIND3764123,Woman short.,1
HIND3764123,A tall woman.,1
HIND3765478,A short girl.,2
HIND3765478,A short boy.,2
HIND3765478,A boy short.,2
HIND3765478,A tall boy.,2
HIND3772389,A big dog.,1
HIND3772389,A small dog.,1
HIND3772389,A small cat.,1
HIND3772389,A big cat.,1
HIND3773664,A fat man.,3
HIND3773664,A thin woman.,3
HIND3773664,A fat woman.,3
HIND3773664,A thin man.,3
HIND3775394,A fat woman.,2
HIND3775394,A thin man.,2
HIND3775394,A thin woman.,2
HIND3775394,A fat man.,2
HIND3781480,The fat girl is dancing.,4
HIND3781480,The tall girl is dancing.,4
HIND3781480,The girl thin is dancing.,4
HIND3781480,The thin girl is dancing.,4
HIND3782690,This is a big car.,2
HIND3782690,This is a small car.,2
HIND3782690,This is a car small.,2
HIND3782690,This is small car.,2
HIND3783895,Your sister is a pretty women.,2
HIND3783895,Your sister is a pretty woman.,2
HIND3783895,Your sister is pretty woman.,2
HIND3783895,Your sister is the pretty woman.,2
HIND3785103,Your father is a smart.,3
HIND3785103,Your father is tall.,3
HIND3785103,Your father is smart.,3
HIND3785103,Your mother is pretty.,3
HIND3809771,She is a too much good teacher.,3
HIND3809771,She a very good teacher.,3
HIND3809771,She is a very good teacher.,3
HIND3809771,She are a very good teacher.,3
HIND3812016,You are a very intelligent student.,4
HIND3812016,The student is a very intelligent.,4
HIND3812016,The student a very intelligent.,4
HIND3812016,The student is very intelligent.,4
HIND3813491,Tom Cruise is a tall and handsome.,4
HIND3813491,Tom Cruise is looks tall and handsome.,4
HIND3813491,Tom Cruise is the tall and handsome.,4
HIND3813491,Tom Cruise is tall and handsome.,4
HIND3814791,Tom Cruise is a famous actor.,1
HIND3814791,Tom Cruise is famous actor.,1
HIND3814791,Tom Cruise is the famous actor.,1
HIND3814791,Tom Cruise has a famous actor.,1
HIND3817573,Tom Cruise is honest businessman.,3
HIND3817573,Tom Cruise is the honest businessman.,3
HIND3817573,Tom Cruise is an honest businessman.,3
HIND3817573,Tom has is an honestly businessman.,3
HIND3820043,He student is very intelligent.,4
HIND3820043,This student is a very intelligent.,4
HIND3820043,This student a very intelligent.,4
HIND3820043,This student is very intelligent.,4
HIND3821284,My phone has white.,3
HIND3821284,My phone's is white.,3
HIND3821284,My phone is white.,3
HIND3821284,My phone is a white.,3
HIND3822494,My phones have white.,3
HIND3822494,My phones is white.,3
HIND3822494,My phones are white.,3
HIND3822494,My phones are whites.,3
HIND3826538,Emma Watson have blue eyes.,2
HIND3826538,Emma Watson has blue eyes.,2
HIND3826538,Emma Watson has a blue eyes.,2
HIND3826538,Emma Watson has the blue eyes.,2
HIND3827842,Emma Watson is fair pretty.,2
HIND3827842,Emma Watson is fair and pretty.,2
HIND3827842,Emma Watson has fair and pretty.,2
HIND3827842,Emma Watson is dark and pretty.,2
HIND3840134,Ear,3
HIND3840134,Nose,3
HIND3840134,Eye,3
HIND3840134,Hand,3
HIND3841416,Two eye,3
HIND3841416,Eyelid,3
HIND3841416,Eyes,3
HIND3841416,Eyebrows,3
HIND3843848,Ears,1
HIND3843848,Legs,1
HIND3843848,Eyes,1
HIND3843848,Hands,1
HIND3845050,I have two ears.,4
HIND3845050,I have one eye.,4
HIND3845050,I don't have eyes.,4
HIND3845050,I have two eyes.,4
HIND3846336,My eyes are big.,3
HIND3846336,My ears are small.,3
HIND3846336,My ears are big.,3
HIND3846336,My ears are fat.,3
HIND3847616,My eyes are very small.,1
HIND3847616,My ears are very small.,1
HIND3847616,My ears are very big.,1
HIND3847616,My eyes are very big.,1
HIND3855508,Palm,4
HIND3855508,Leg,4
HIND3855508,Elbow,4
HIND3855508,Hand,4
HIND3858739,Knee,2
HIND3858739,Foot,2
HIND3858739,Ankle,2
HIND3858739,Hand,2
HIND3860338,My feets,2
HIND3860338,My feet,2
HIND3860338,My foots,2
HIND3860338,My ankles,2
HIND3863844,Ears,4
HIND3863844,Feet,4
HIND3863844,Wrist,4
HIND3863844,Legs,4
HIND3865390,Ear,4
HIND3865390,Foot,4
HIND3865390,Shoulder,4
HIND3865390,Leg,4
HIND3870766,Fingers,1
HIND3870766,Legs,1
HIND3870766,Hands,1
HIND3870766,Nails,1
HIND3872761,Hand,4
HIND3872761,Thumb,4
HIND3872761,Wrist,4
HIND3872761,Finger,4
HIND3874018,Hand,2
HIND3874018,Thumb,2
HIND3874018,Eye,2
HIND3874018,Finger,2
HIND3877092,My right hand has 4 fingers and 1 thumb.,1
HIND3877092,My left hand has 4 fingers and 1 thumb.,1
HIND3877092,My right hand has 4 thumbs and 1 finger.,1
HIND3877092,My right hand have 4 fingers and 1 thumb.,1
HIND3878364,Her eyes are very pretty.,1
HIND3878364,Her fingers are very pretty.,1
HIND3878364,Her eye is very small.,1
HIND3878364,Her eyes are very big.,1
HIND3879613,Hare,4
HIND3879613,Here,4
HIND3879613,Heir,4
HIND3879613,Hair,4
HIND3880935,She has long legs.,3
HIND3880935,She has long hands.,3
HIND3880935,She has long hair.,3
HIND3880935,She has long hairs.,3
HIND3882175,She has black hairs.,3
HIND3882175,She have black hair.,3
HIND3882175,She has black hair.,3
HIND3882175,She does not have hair.,3
HIND3883419,My fingers are very long.,1
