,Slide ID,Options,Correct ID,pos_array
10,HIND6349970,Who is got the Filmfare award?,1,"[('Who', 'WP'), ('is', 'VBZ'), ('got', 'VBD'), ('the', 'DT'), ('Filmfare', 'NNP'), ('award', 'NN'), ('?', '.')]"
11,HIND6349970,Who gots the Filmfare award?,1,"[('Who', 'WP'), ('gots', 'VBD'), ('the', 'DT'), ('Filmfare', 'NNP'), ('award', 'NN'), ('?', '.')]"
12,HIND6352737,Which is your favorite movie?,1,"[('Which', 'WDT'), ('is', 'VBZ'), ('your', 'PRP$'), ('favorite', 'JJ'), ('movie', 'NN'), ('?', '.')]"
13,HIND6352737,Who is your favorite movie?,1,"[('Who', 'WP'), ('is', 'VBZ'), ('your', 'PRP$'), ('favorite', 'JJ'), ('movie', 'NN'), ('?', '.')]"
14,HIND6352737,Whose your favorite movie?,1,"[('Whose', 'VB'), ('your', 'PRP$'), ('favorite', 'JJ'), ('movie', 'NN'), ('?', '.')]"
15,HIND6352737,Which is yours favorite movie?,1,"[('Which', 'WDT'), ('is', 'VBZ'), ('yours', 'JJ'), ('favorite', 'JJ'), ('movie', 'NN'), ('?', '.')]"
16,HIND6357505,Which movie is releasing this Friday?,1,"[('Which', 'JJ'), ('movie', 'NN'), ('is', 'VBZ'), ('releasing', 'VBG'), ('this', 'DT'), ('Friday', 'NNP'), ('?', '.')]"
17,HIND6357505,Whose movie is releasing this Friday?,1,"[('Whose', 'JJ'), ('movie', 'NN'), ('is', 'VBZ'), ('releasing', 'VBG'), ('this', 'DT'), ('Friday', 'NNP'), ('?', '.')]"
18,HIND6357505,Which movie will releasing this Friday?,1,"[('Which', 'JJ'), ('movie', 'NN'), ('will', 'MD'), ('releasing', 'VB'), ('this', 'DT'), ('Friday', 'NNP'), ('?', '.')]"
19,HIND6357505,Which movie is release this Friday?,1,"[('Which', 'JJ'), ('movie', 'NN'), ('is', 'VBZ'), ('release', 'VBN'), ('this', 'DT'), ('Friday', 'NNP'), ('?', '.')]"
20,HIND6370337,What happens?,2,"[('What', 'WP'), ('happens', 'VBZ'), ('?', '.')]"
21,HIND6370337,What happened?,2,"[('What', 'WP'), ('happened', 'VBD'), ('?', '.')]"
22,HIND6370337,How happened?,2,"[('How', 'WRB'), ('happened', 'VBN'), ('?', '.')]"
23,HIND6370337,When happened?,2,"[('When', 'WRB'), ('happened', 'VBN'), ('?', '.')]"
24,HIND6401856,You are really deserve this.,3,"[('You', 'PRP'), ('are', 'VBP'), ('really', 'RB'), ('deserve', 'VB'), ('this', 'DT'), ('.', '.')]"
25,HIND6401856,You are really deserved this.,3,"[('You', 'PRP'), ('are', 'VBP'), ('really', 'RB'), ('deserved', 'VBN'), ('this', 'DT'), ('.', '.')]"
26,HIND6401856,You really deserved this.,3,"[('You', 'PRP'), ('really', 'RB'), ('deserved', 'VBD'), ('this', 'DT'), ('.', '.')]"
27,HIND6401856,You did really deserved this.,3,"[('You', 'PRP'), ('did', 'VBD'), ('really', 'RB'), ('deserved', 'VBN'), ('this', 'DT'), ('.', '.')]"
28,HIND6404975,I am really exciting for you.,4,"[('I', 'PRP'), ('am', 'VBP'), ('really', 'RB'), ('exciting', 'VBG'), ('for', 'IN'), ('you', 'PRP'), ('.', '.')]"
29,HIND6404975,I am really excitement for you.,4,"[('I', 'PRP'), ('am', 'VBP'), ('really', 'RB'), ('excitement', 'JJ'), ('for', 'IN'), ('you', 'PRP'), ('.', '.')]"
30,HIND6404975,I am really excited to you.,4,"[('I', 'PRP'), ('am', 'VBP'), ('really', 'RB'), ('excited', 'VBN'), ('to', 'TO'), ('you', 'PRP'), ('.', '.')]"
31,HIND6404975,I am really excited for you.,4,"[('I', 'PRP'), ('am', 'VBP'), ('really', 'RB'), ('excited', 'VBN'), ('for', 'IN'), ('you', 'PRP'), ('.', '.')]"
32,HIND6407655,This is great news. Congrats!,1,"[('This', 'DT'), ('is', 'VBZ'), ('great', 'JJ'), ('news', 'NN'), ('.', '.'), ('Congrats', 'NNS'), ('!', '.')]"
33,HIND6407655,This is great news. Congrates!,1,"[('This', 'DT'), ('is', 'VBZ'), ('great', 'JJ'), ('news', 'NN'), ('.', '.'), ('Congrates', 'VBZ'), ('!', '.')]"
34,HIND6407655,This are great news. Congrats!,1,"[('This', 'DT'), ('are', 'VBP'), ('great', 'JJ'), ('news', 'NN'), ('.', '.'), ('Congrats', 'NNS'), ('!', '.')]"
35,HIND6407655,This is great news. Congregations!,1,"[('This', 'DT'), ('is', 'VBZ'), ('great', 'JJ'), ('news', 'NN'), ('.', '.'), ('Congregations', 'NNS'), ('!', '.')]"
36,HIND6420859,It doesn't rain outside.,2,"[('It', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('rain', 'VB'), ('outside', 'JJ'), ('.', '.')]"
37,HIND6420859,It's not raining outside.,2,"[('It', 'PRP'), (""'s"", 'VBZ'), ('not', 'RB'), ('raining', 'JJ'), ('outside', 'NN'), ('.', '.')]"
38,HIND6420859,It is not rain outside.,2,"[('It', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('rain', 'JJ'), ('outside', 'IN'), ('.', '.')]"
39,HIND6420859,It will not rain outside.,2,"[('It', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('rain', 'VB'), ('outside', 'IN'), ('.', '.')]"
40,HIND6422075,We are not coming home from the market.,1,"[('We', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('coming', 'VBG'), ('home', 'RB'), ('from', 'IN'), ('the', 'DT'), ('market', 'NN'), ('.', '.')]"
41,HIND6422075,We were not coming home from the market.,1,"[('We', 'PRP'), ('were', 'VBD'), ('not', 'RB'), ('coming', 'VBG'), ('home', 'RB'), ('from', 'IN'), ('the', 'DT'), ('market', 'NN'), ('.', '.')]"
42,HIND6422075,We are not come home from the market.,1,"[('We', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('come', 'VBN'), ('home', 'NN'), ('from', 'IN'), ('the', 'DT'), ('market', 'NN'), ('.', '.')]"
43,HIND6422075,We do not coming home from the market.,1,"[('We', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('coming', 'VBG'), ('home', 'RB'), ('from', 'IN'), ('the', 'DT'), ('market', 'NN'), ('.', '.')]"
44,HIND6455450,They will going to stay in a hotel.,2,"[('They', 'PRP'), ('will', 'MD'), ('going', 'VBG'), ('to', 'TO'), ('stay', 'VB'), ('in', 'IN'), ('a', 'DT'), ('hotel', 'NN'), ('.', '.')]"
45,HIND6455450,They are going to stay in a hotel.,2,"[('They', 'PRP'), ('are', 'VBP'), ('going', 'VBG'), ('to', 'TO'), ('stay', 'VB'), ('in', 'IN'), ('a', 'DT'), ('hotel', 'NN'), ('.', '.')]"
46,HIND6455450,They are go to stay in a hotel.,2,"[('They', 'PRP'), ('are', 'VBP'), ('go', 'VB'), ('to', 'TO'), ('stay', 'VB'), ('in', 'IN'), ('a', 'DT'), ('hotel', 'NN'), ('.', '.')]"
47,HIND6455450,They go to stay in a hotel.,2,"[('They', 'PRP'), ('go', 'VBP'), ('to', 'TO'), ('stay', 'VB'), ('in', 'IN'), ('a', 'DT'), ('hotel', 'NN'), ('.', '.')]"
48,HIND6484722,This is in reference to my appraisal.,1,"[('This', 'DT'), ('is', 'VBZ'), ('in', 'IN'), ('reference', 'NN'), ('to', 'TO'), ('my', 'PRP$'), ('appraisal', 'NN'), ('.', '.')]"
49,HIND6484722,She is in reference to my appraisal.,1,"[('She', 'PRP'), ('is', 'VBZ'), ('in', 'IN'), ('reference', 'NN'), ('to', 'TO'), ('my', 'PRP$'), ('appraisal', 'NN'), ('.', '.')]"
50,HIND6484722,This is in reference to mine appraisal.,1,"[('This', 'DT'), ('is', 'VBZ'), ('in', 'IN'), ('reference', 'NN'), ('to', 'TO'), ('mine', 'VB'), ('appraisal', 'NN'), ('.', '.')]"
51,HIND6484722,This is refer to my appraisal.,1,"[('This', 'DT'), ('is', 'VBZ'), ('refer', 'JJR'), ('to', 'TO'), ('my', 'PRP$'), ('appraisal', 'NN'), ('.', '.')]"
52,HIND6542620,I usually having dinner at 8 o'clock.,3,"[('I', 'PRP'), ('usually', 'RB'), ('having', 'VBG'), ('dinner', 'NN'), ('at', 'IN'), ('8', 'CD'), (""o'clock"", 'NN'), ('.', '.')]"
53,HIND6542620,I am usually have dinner at 8 o'clock.,3,"[('I', 'PRP'), ('am', 'VBP'), ('usually', 'RB'), ('have', 'VBP'), ('dinner', 'NN'), ('at', 'IN'), ('8', 'CD'), (""o'clock"", 'NN'), ('.', '.')]"
54,HIND6542620,I usually have dinner at 8 o'clock.,3,"[('I', 'PRP'), ('usually', 'RB'), ('have', 'VBP'), ('dinner', 'NN'), ('at', 'IN'), ('8', 'CD'), (""o'clock"", 'NN'), ('.', '.')]"
55,HIND6542620,I usually go dinner at 8 o'clock.,3,"[('I', 'PRP'), ('usually', 'RB'), ('go', 'VBP'), ('dinner', 'NN'), ('at', 'IN'), ('8', 'CD'), (""o'clock"", 'NN'), ('.', '.')]"
56,HIND6684730,Did I get the vegetables?,4,"[('Did', 'NNP'), ('I', 'PRP'), ('get', 'VBP'), ('the', 'DT'), ('vegetables', 'NNS'), ('?', '.')]"
57,HIND6684730,Will I get the vegetables?,4,"[('Will', 'MD'), ('I', 'PRP'), ('get', 'VB'), ('the', 'DT'), ('vegetables', 'NNS'), ('?', '.')]"
58,HIND6684730,Am I get the vegetables?,4,"[('Am', 'NNP'), ('I', 'PRP'), ('get', 'VBP'), ('the', 'DT'), ('vegetables', 'NNS'), ('?', '.')]"
59,HIND6684730,Shall I get the vegetables?,4,"[('Shall', 'NN'), ('I', 'PRP'), ('get', 'VBP'), ('the', 'DT'), ('vegetables', 'NNS'), ('?', '.')]"
60,HIND6753842,"If you heat water to 100 degrees Celsius, it boils.",1,"[('If', 'IN'), ('you', 'PRP'), ('heat', 'VBP'), ('water', 'NN'), ('to', 'TO'), ('100', 'CD'), ('degrees', 'NNS'), ('Celsius', 'NNP'), (',', ','), ('it', 'PRP'), ('boils', 'VBZ'), ('.', '.')]"
61,HIND6753842,"If you heats water to 100 degrees Celsius, it boils.",1,"[('If', 'IN'), ('you', 'PRP'), ('heats', 'VBP'), ('water', 'NN'), ('to', 'TO'), ('100', 'CD'), ('degrees', 'NNS'), ('Celsius', 'NNP'), (',', ','), ('it', 'PRP'), ('boils', 'VBZ'), ('.', '.')]"
62,HIND6753842,"If you heat water to 100 degrees Celsius, it boil.",1,"[('If', 'IN'), ('you', 'PRP'), ('heat', 'VBP'), ('water', 'NN'), ('to', 'TO'), ('100', 'CD'), ('degrees', 'NNS'), ('Celsius', 'NNP'), (',', ','), ('it', 'PRP'), ('boil', 'NN'), ('.', '.')]"
63,HIND6753842,"If you heat water to 100 degrees Celsius, it's boils.",1,"[('If', 'IN'), ('you', 'PRP'), ('heat', 'VBP'), ('water', 'NN'), ('to', 'TO'), ('100', 'CD'), ('degrees', 'NNS'), ('Celsius', 'NNP'), (',', ','), ('it', 'PRP'), (""'s"", 'VBZ'), ('boils', 'NNS'), ('.', '.')]"
64,HIND7128868,My made does the dishes.,3,"[('My', 'PRP$'), ('made', 'NN'), ('does', 'VBZ'), ('the', 'DT'), ('dishes', 'NNS'), ('.', '.')]"
65,HIND7128868,My maid do the dishes.,3,"[('My', 'PRP$'), ('maid', 'NN'), ('do', 'VBP'), ('the', 'DT'), ('dishes', 'NNS'), ('.', '.')]"
66,HIND7128868,My maid does the dishes.,3,"[('My', 'PRP$'), ('maid', 'NN'), ('does', 'VBZ'), ('the', 'DT'), ('dishes', 'NNS'), ('.', '.')]"
67,HIND7128868,My maid does washes the dishes.,3,"[('My', 'PRP$'), ('maid', 'NN'), ('does', 'VBZ'), ('washes', 'VBZ'), ('the', 'DT'), ('dishes', 'NNS'), ('.', '.')]"
68,HIND7132414,I like to hanging out with my friends on weekends.,2,"[('I', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('hanging', 'VBG'), ('out', 'RP'), ('with', 'IN'), ('my', 'PRP$'), ('friends', 'NNS'), ('on', 'IN'), ('weekends', 'NNS'), ('.', '.')]"
69,HIND7132414,I like hanging out with my friends on weekends.,2,"[('I', 'PRP'), ('like', 'VBP'), ('hanging', 'VBG'), ('out', 'RP'), ('with', 'IN'), ('my', 'PRP$'), ('friends', 'NNS'), ('on', 'IN'), ('weekends', 'NNS'), ('.', '.')]"
70,HIND7132414,I like hanging out with my friends in weekends.,2,"[('I', 'PRP'), ('like', 'VBP'), ('hanging', 'VBG'), ('out', 'RP'), ('with', 'IN'), ('my', 'PRP$'), ('friends', 'NNS'), ('in', 'IN'), ('weekends', 'NNS'), ('.', '.')]"
71,HIND7132414,I like hang out with my friends on weekends.,2,"[('I', 'PRP'), ('like', 'VBP'), ('hang', 'VBG'), ('out', 'RP'), ('with', 'IN'), ('my', 'PRP$'), ('friends', 'NNS'), ('on', 'IN'), ('weekends', 'NNS'), ('.', '.')]"
72,HIND2804673,My name is John.,1,"[('My', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), ('John', 'NNP'), ('.', '.')]"
73,HIND2804673,Mine name is John.,1,"[('Mine', 'NNP'), ('name', 'NN'), ('is', 'VBZ'), ('John', 'NNP'), ('.', '.')]"
74,HIND2804673,Myself John.,1,"[('Myself', 'NNP'), ('John', 'NNP'), ('.', '.')]"
75,HIND2804673,My name are John.,1,"[('My', 'PRP$'), ('name', 'NN'), ('are', 'VBP'), ('John', 'NNP'), ('.', '.')]"
76,HIND2816217,I am a John.,3,"[('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('John', 'NNP'), ('.', '.')]"
77,HIND2816217,Myself John.,3,"[('Myself', 'NNP'), ('John', 'NNP'), ('.', '.')]"
78,HIND2816217,I am John.,3,"[('I', 'PRP'), ('am', 'VBP'), ('John', 'NNP'), ('.', '.')]"
79,HIND2816217,I am the John.,3,"[('I', 'PRP'), ('am', 'VBP'), ('the', 'DT'), ('John', 'NNP'), ('.', '.')]"
80,HIND2820012,What is your good name?,3,"[('What', 'WP'), ('is', 'VBZ'), ('your', 'PRP$'), ('good', 'JJ'), ('name', 'NN'), ('?', '.')]"
81,HIND2820012,What is your's name?,3,"[('What', 'WP'), ('is', 'VBZ'), ('your', 'PRP$'), (""'s"", 'POS'), ('name', 'NN'), ('?', '.')]"
82,HIND2820012,What is your name?,3,"[('What', 'WP'), ('is', 'VBZ'), ('your', 'PRP$'), ('name', 'NN'), ('?', '.')]"
83,HIND2820012,What is you're name?,3,"[('What', 'WP'), ('is', 'VBZ'), ('you', 'PRP'), (""'re"", 'VBP'), ('name', 'NN'), ('?', '.')]"
84,HIND2828703,Your name is John,1,"[('Your', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), ('John', 'NNP')]"
85,HIND2828703,Your name is the John,1,"[('Your', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('John', 'NNP')]"
86,HIND2828703,Yours name is John,1,"[('Yours', 'NNS'), ('name', 'NN'), ('is', 'VBZ'), ('John', 'NNP')]"
87,HIND2828703,Her name is John,1,"[('Her', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), ('John', 'NNP')]"
88,HIND2831210,I am a student.,1,"[('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('student', 'NN'), ('.', '.')]"
89,HIND2831210,I am student.,1,"[('I', 'PRP'), ('am', 'VBP'), ('student', 'NN'), ('.', '.')]"
90,HIND2831210,I am the student.,1,"[('I', 'PRP'), ('am', 'VBP'), ('the', 'DT'), ('student', 'NN'), ('.', '.')]"
91,HIND2831210,I a student.,1,"[('I', 'PRP'), ('a', 'DT'), ('student', 'NN'), ('.', '.')]"
92,HIND2833043,I am a teacher.,1,"[('I', 'PRP'), ('am', 'VBP'), ('a', 'DT'), ('teacher', 'NN'), ('.', '.')]"
93,HIND2833043,I am teacher.,1,"[('I', 'PRP'), ('am', 'VBP'), ('teacher', 'RB'), ('.', '.')]"
94,HIND2833043,I is a teacher.,1,"[('I', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('teacher', 'NN'), ('.', '.')]"
95,HIND2833043,I are a teacher.,1,"[('I', 'PRP'), ('are', 'VBP'), ('a', 'DT'), ('teacher', 'NN'), ('.', '.')]"
96,HIND2836472,How are you?,4,"[('How', 'WRB'), ('are', 'VBP'), ('you', 'PRP'), ('?', '.')]"
97,HIND2836472,Good morning.,4,"[('Good', 'JJ'), ('morning', 'NN'), ('.', '.')]"
98,HIND2836472,Good night.,4,"[('Good', 'JJ'), ('night', 'NN'), ('.', '.')]"
99,HIND2836472,Hello.,4,"[('Hello', 'NNP'), ('.', '.')]"
100,HIND2839239,Hello! You are John.,3,"[('Hello', 'NN'), ('!', '.'), ('You', 'PRP'), ('are', 'VBP'), ('John', 'NNP'), ('.', '.')]"
101,HIND2839239,Hello! I is John.,3,"[('Hello', 'NN'), ('!', '.'), ('I', 'PRP'), ('is', 'VBZ'), ('John', 'NNP'), ('.', '.')]"
102,HIND2839239,Hello! I am John.,3,"[('Hello', 'NN'), ('!', '.'), ('I', 'PRP'), ('am', 'VBP'), ('John', 'NNP'), ('.', '.')]"
103,HIND2839239,Hello! Myself John.,3,"[('Hello', 'NN'), ('!', '.'), ('Myself', 'NNP'), ('John', 'NNP'), ('.', '.')]"
104,HIND2854353,Sick,2,"[('Sick', 'JJ')]"
105,HIND2854353,Fine,2,"[('Fine', 'NN')]"
106,HIND2854353,Faine,2,"[('Faine', 'NN')]"
107,HIND2854353,Not.,2,"[('Not', 'RB'), ('.', '.')]"
108,HIND2863406,I am from a India.,2,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('a', 'DT'), ('India', 'NNP'), ('.', '.')]"
109,HIND2863406,I am from India.,2,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('India', 'NNP'), ('.', '.')]"
110,HIND2863406,I am from the India.,2,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('the', 'DT'), ('India', 'NNP'), ('.', '.')]"
111,HIND2863406,Myself from India.,2,"[('Myself', 'PRP'), ('from', 'IN'), ('India', 'NNP'), ('.', '.')]"
112,HIND2864645,You are America from.,3,"[('You', 'PRP'), ('are', 'VBP'), ('America', 'NNP'), ('from', 'IN'), ('.', '.')]"
113,HIND2864645,Your from America.,3,"[('Your', 'PRP$'), ('from', 'IN'), ('America', 'NNP'), ('.', '.')]"
114,HIND2864645,You are from America.,3,"[('You', 'PRP'), ('are', 'VBP'), ('from', 'IN'), ('America', 'NNP'), ('.', '.')]"
115,HIND2864645,You is from America.,3,"[('You', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('America', 'NNP'), ('.', '.')]"
116,HIND2869468,I am from a village.,1,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('a', 'DT'), ('village', 'NN'), ('.', '.')]"
117,HIND2869468,I am from village.,1,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('village', 'NN'), ('.', '.')]"
118,HIND2869468,I am from a city.,1,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('a', 'DT'), ('city', 'NN'), ('.', '.')]"
119,HIND2869468,I am from city.,1,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('city', 'NN'), ('.', '.')]"
120,HIND2885182,I am Indian.,1,"[('I', 'PRP'), ('am', 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
121,HIND2885182,I have Indian.,1,"[('I', 'PRP'), ('have', 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
122,HIND2885182,I am India.,1,"[('I', 'PRP'), ('am', 'VBP'), ('India', 'NNP'), ('.', '.')]"
123,HIND2885182,Myself Indian.,1,"[('Myself', 'NNP'), ('Indian', 'NNP'), ('.', '.')]"
124,HIND2891839,We are the Indian.,2,"[('We', 'PRP'), ('are', 'VBP'), ('the', 'DT'), ('Indian', 'JJ'), ('.', '.')]"
125,HIND2891839,We are Indian.,2,"[('We', 'PRP'), ('are', 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
126,HIND2891839,We Indian.,2,"[('We', 'PRP'), ('Indian', 'VBP'), ('.', '.')]"
127,HIND2891839,We is Indian.,2,"[('We', 'PRP'), ('is', 'VBZ'), ('Indian', 'JJ'), ('.', '.')]"
128,HIND2895815,Your American.,3,"[('Your', 'PRP$'), ('American', 'JJ'), ('.', '.')]"
129,HIND2895815,You are the American.,3,"[('You', 'PRP'), ('are', 'VBP'), ('the', 'DT'), ('American', 'NNP'), ('.', '.')]"
130,HIND2895815,You are American.,3,"[('You', 'PRP'), ('are', 'VBP'), ('American', 'JJ'), ('.', '.')]"
131,HIND2895815,You is American.,3,"[('You', 'PRP'), ('is', 'VBZ'), ('American', 'JJ'), ('.', '.')]"
132,HIND2901339,It is for Indian.,4,"[('It', 'PRP'), ('is', 'VBZ'), ('for', 'IN'), ('Indian', 'JJ'), ('.', '.')]"
133,HIND2901339,Its Indian.,4,"[('Its', 'PRP$'), ('Indian', 'JJ'), ('.', '.')]"
134,HIND2901339,It are Indian.,4,"[('It', 'PRP'), ('are', 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
135,HIND2901339,It is Indian.,4,"[('It', 'PRP'), ('is', 'VBZ'), ('Indian', 'JJ'), ('.', '.')]"
136,HIND2902541,She are American.,3,"[('She', 'PRP'), ('are', 'VBP'), ('American', 'JJ'), ('.', '.')]"
137,HIND2902541,She is the American.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('American', 'JJ'), ('.', '.')]"
138,HIND2902541,She is American.,3,"[('She', 'PRP'), ('is', 'VBZ'), ('American', 'JJ'), ('.', '.')]"
139,HIND2902541,She am American.,3,"[('She', 'PRP'), ('am', 'VBP'), ('American', 'JJ'), ('.', '.')]"
140,HIND2905039,"I am from India, I am Indian.",1,"[('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('India', 'NNP'), (',', ','), ('I', 'PRP'), ('am', 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
141,HIND2905039,"I is from India, I is Indian.",1,"[('I', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('India', 'NNP'), (',', ','), ('I', 'PRP'), ('is', 'VBZ'), ('Indian', 'JJ'), ('.', '.')]"
142,HIND2905039,"I from India, I am Indian.",1,"[('I', 'PRP'), ('from', 'IN'), ('India', 'NNP'), (',', ','), ('I', 'PRP'), ('am', 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
143,HIND2905039,"I am India, I am from Indian.",1,"[('I', 'PRP'), ('am', 'VBP'), ('India', 'NNP'), (',', ','), ('I', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('Indian', 'JJ'), ('.', '.')]"
144,HIND2915145,"I'm from India, I'm Indian.",1,"[('I', 'PRP'), (""'m"", 'VBP'), ('from', 'IN'), ('India', 'NNP'), (',', ','), ('I', 'PRP'), (""'m"", 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
145,HIND2915145,"I's from India, I's Indian.",1,"[('I', 'PRP'), (""'s"", 'POS'), ('from', 'IN'), ('India', 'NNP'), (',', ','), ('I', 'PRP'), (""'s"", 'POS'), ('Indian', 'JJ'), ('.', '.')]"
146,HIND2915145,"I're from India, I're Indian.",1,"[('I', 'PRP'), (""'re"", 'VBP'), ('from', 'IN'), ('India', 'NNP'), (',', ','), ('I', 'PRP'), (""'re"", 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
147,HIND2915145,"I'm India, I'm from Indian.",1,"[('I', 'PRP'), (""'m"", 'VBP'), ('India', 'NNP'), (',', ','), ('I', 'PRP'), (""'m"", 'VBP'), ('from', 'IN'), ('Indian', 'JJ'), ('.', '.')]"
148,HIND2928622,I am not Indian.,1,"[('I', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('Indian', 'JJ'), ('.', '.')]"
149,HIND2928622,I not am Indian.,1,"[('I', 'PRP'), ('not', 'RB'), ('am', 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
150,HIND2928622,I am Indian not.,1,"[('I', 'PRP'), ('am', 'VBP'), ('Indian', 'JJ'), ('not', 'RB'), ('.', '.')]"
151,HIND2928622,I no am Indian.,1,"[('I', 'PRP'), ('no', 'DT'), ('am', 'VBP'), ('Indian', 'JJ'), ('.', '.')]"
152,HIND2936676,I am no married.,4,"[('I', 'PRP'), ('am', 'VBP'), ('no', 'DT'), ('married', 'NN'), ('.', '.')]"
153,HIND2936676,I'm not no married.,4,"[('I', 'PRP'), (""'m"", 'VBP'), ('not', 'RB'), ('no', 'DT'), ('married', 'VBN'), ('.', '.')]"
154,HIND2936676,I not married.,4,"[('I', 'PRP'), ('not', 'RB'), ('married', 'VBD'), ('.', '.')]"
155,HIND2936676,I am not married.,4,"[('I', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('married', 'VBN'), ('.', '.')]"
156,HIND2941503,You're not American.,3,"[('You', 'PRP'), (""'re"", 'VBP'), ('not', 'RB'), ('American', 'JJ'), ('.', '.')]"
157,HIND2941503,You are not America.,3,"[('You', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('America', 'NNP'), ('.', '.')]"
158,HIND2941503,You are not from America.,3,"[('You', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('from', 'IN'), ('America', 'NNP'), ('.', '.')]"
159,HIND2941503,Your not from America.,3,"[('Your', 'PRP$'), ('not', 'RB'), ('from', 'IN'), ('America', 'NNP'), ('.', '.')]"
