Slide ID,Options,Correct ID
HIND4902299,I take the metro to working.,1
HIND4902299,I take the metro on work.,1
HIND4902299,I take the metro to the work.,1
HIND4906108,I goes to work at 7 AM.,2
HIND4906108,I go to work at 7 AM.,2
HIND4906108,I am go to work at 7 AM.,2
HIND4906108,I going to work at 7 AM.,2
HIND4908777,Neha go to work at 9 AM.,2
HIND4908777,Neha goes to work at 9 AM.,2
HIND4908777,Neha goes work at 9 AM.,2
HIND4908777,Neha goes to the work at 9 AM.,2
HIND4910095,My mother is housewife.,2
HIND4910095,My mother is a housewife.,2
HIND4910095,My mother is the housewife.,2
HIND4910095,,2
HIND4919016,I likes my job.,2
HIND4919016,I like my job.,2
HIND4919016,I am like my job.,2
HIND4919016,I liking my job.,2
HIND4929630,Ankit not works at State Bank of India.,2
HIND4929630,Ankit doesn't work at State Bank of India.,2
HIND4929630,Ankit doesn't works at State Bank of India.,2
HIND4929630,Ankit is not work at State Bank of India.,2
HIND4934697,What is you do?.,3
HIND4934697,What are you do?.,3
HIND4934697,What do you do?.,3
HIND4934697,What does you do?.,3
HIND4941057,What do Sheela do?,2
HIND4941057,What does Sheela do?,2
HIND4941057,What is Sheela do?,2
HIND4941057,What doing Sheela do?,2
HIND4948420,I go to school every day at 9 AM.,1
HIND4948420,I am go to school every day at 9 AM.,1
HIND4948420,I going to school every day at 9 AM.,1
HIND4948420,I have go to school every day at 9 AM.,1
HIND4949866,I doesn't go to school on weekends.,2
HIND4949866,I don't go to school on weekends.,2
HIND4949866,I am not go to school on weekends.,2
HIND4949866,I don't goes to school on weekends.,2
HIND4951128,You works at a restaurant.,4
HIND4951128,You are work at a restaurant.,4
HIND4951128,You working at a restaurant.,4
HIND4951128,You work at a restaurant.,4
HIND4952396,I doesn't like your job.,3
HIND4952396,I are not like your job.,3
HIND4952396,I don't like your job.,3
HIND4952396,I not liking your job.,3
HIND4953614,We check our emails every day.,1
HIND4953614,We are check our emails every day.,1
HIND4953614,We checks our emails every day.,1
HIND4953614,We checking our emails every day.,1
HIND4954841,Please answers the phone.,2
HIND4954841,Please answer the phone.,2
HIND4954841,Please do answer the phone.,2
HIND4954841,Please answering the phone.,2
HIND4956607,They are play cricket on Saturdays.,3
HIND4956607,They plays cricket on Saturdays.,3
HIND4956607,They play cricket on Saturdays.,3
HIND4956607,They playing cricket on Saturdays.,3
HIND4957856,She doesn't go to parties on Sundays.,1
HIND4957856,She don't go to parties on Sundays.,1
HIND4957856,She is not go to parties on Sundays.,1
HIND4957856,She doesn't goes to parties on Sundays.,1
HIND4959597,Ramesh don't like Football.,2
HIND4959597,Ramesh doesn't like Football.,2
HIND4959597,Ramesh doesn't likes Football.,2
HIND4959597,Ramesh is not like Football.,2
HIND4961061,Ankit and Neha likes Indian food.,2
HIND4961061,Ankit and Neha like Indian food.,2
HIND4961061,Ankit and Neha are like Indian food.,2
HIND4961061,Ankit and Neha is like Indian food.,2
HIND4962305,My parents goes for a walk every day.,2
HIND4962305,My parents go for a walk every day.,2
HIND4962305,My parents are go for a walk every day.,2
HIND4962305,My parents going for a walk every day.,2
HIND4978330,I get up at 7 o'clock.,1
HIND4978330,I gets up at 7 o'clock.,1
HIND4978330,I am get up at 7 o'clock.,1
HIND4978330,I getting up at 7 o'clock.,1
HIND4981240,I has breakfast at 9 AM.,2
HIND4981240,I have breakfast at 9 AM.,2
HIND4981240,I am have breakfast at 9 AM.,2
HIND4981240,I having breakfast at 9 AM.,2
HIND4982668,I takes a shower at 9:30 AM.,4
HIND4982668,I am take a shower at 9:30 AM.,4
HIND4982668,I taking a shower at 9:30 AM.,4
HIND4982668,I take a shower at 9:30 AM.,4
HIND4983975,He go to work at 10 AM.,2
HIND4983975,He goes to work at 10 AM.,2
HIND4983975,He is go to work at 10 AM.,2
HIND4983975,He going to work at 10 AM.,2
HIND4985195,Amit have dinner at 8 PM.,3
HIND4985195,Amit is have dinner at 8 PM.,3
HIND4985195,Amit has dinner at 8 PM.,3
HIND4985195,Amit having dinner at 8 PM.,3
HIND4990728,What time do you go to work?,1
HIND4990728,What times do you go to work?,1
HIND4990728,What time are you go to work?,1
HIND4990728,When are you go to work?,1
HIND4991980,What time is she get up?,3
HIND4991980,What time do she get up?,3
HIND4991980,What time does she get up?,3
HIND4991980,What time has she get up?,3
HIND4993235,She has lunch at 2 PM.,1
HIND4993235,She have lunch at 2 PM.,1
HIND4993235,She is have lunch at 2 PM.,1
HIND4993235,She is do lunch at 2 PM.,1
HIND4994696,We go to sleep at 10 PM.,1
HIND4994696,We goes to sleep at 10 PM.,1
HIND4994696,We going to sleep at 10 PM.,1
HIND4994696,We are go to sleep at 10 PM.,1
HIND4995975,I am go to sleep at 11 PM.,2
HIND4995975,I go to sleep at 11 PM.,2
HIND4995975,I going to sleep at 11 PM.,2
HIND4995975,,2
HIND4997212,I am watch TV at 7 PM.,3
HIND4997212,I is watch TV at 7 PM.,3
HIND4997212,I watch TV at 7 PM.,3
HIND4997212,I watching TV at 7 PM.,3
HIND4998628,Does she watches TV at 8 PM?,3
HIND4998628,Does she watching TV at 8 PM?,3
HIND4998628,Does she watch TV at 8 PM?,3
HIND4998628,Does she is watch TV at 8 PM?,3
HIND5021382,It is 8:25 o'clock.,2
HIND5021382,It is 8:25.,2
HIND5021382,It are 8:25.,2
HIND5021382,,2
HIND5045036,I really likes noodles.,2
HIND5045036,I really like noodles.,2
HIND5045036,I really liking noodles.,2
HIND5045036,I really am like noodles.,2
HIND5051347,Ankit really is likes apples.,2
HIND5051347,Ankit really likes apples.,2
HIND5051347,Ankit really does likes apples.,2
HIND5051347,Ankit is really likes apples.,2
HIND5054000,We really like fish. It is delicious!,1
HIND5054000,We are really like fish. It is delicious!,1
HIND5054000,We are like fish really. It is delicious!,1
HIND5054000,We really likes fish. It is delicious!,1
HIND5055529,We really likes salads. Salads are good for health.,4
HIND5055529,He really like salads. Salads are good for health.,4
HIND5055529,They really likes salads. Salads are good for health.,4
HIND5055529,I really like salads. Salads are good for health.,4
HIND5059413,I likes coke. It is bad for health.,2
HIND5059413,I don't like coke. It is bad for health.,2
HIND5059413,I doesn't like coke. It is bad for health.,2
HIND5059413,I am like coke. It is bad for health.,2
HIND5065592,That woman don't like eggs.,2
HIND5065592,That woman doesn't like eggs.,2
HIND5065592,That woman doesn't likes eggs.,2
HIND5065592,That woman is like eggs.,2
HIND5069317,I don't like fried food. I prefer salads.,1
HIND5069317,I doesn't like fried food. I prefer salads.,1
HIND5069317,I likes fried food. I prefer salads.,1
HIND5069317,I am like fried food. I prefer salads.,1
HIND5078276,This cake is delicious! Does Meera like cake?,1
HIND5078276,This cake is delicious! Does Meera likes cake?,1
HIND5078276,This cake is delicious! Do Meera likes cake?,1
HIND5078276,,1
HIND5096092,I have lunch at 9 PM.,3
HIND5096092,I have breakfast at 9 PM.,3
HIND5096092,I have dinner at 9 PM.,3
HIND5096092,I do dinner at 9 PM.,3
HIND5103984,What time does you have dinner??,4
HIND5103984,What time do you has dinner??,4
HIND5103984,What time do you do dinner??,4
HIND5103984,What time do you have dinner??,4
HIND5105807,Geeta has dinner at 9 PM.,1
HIND5105807,Geeta has breakfast at 9 PM.,1
HIND5105807,Geeta is at dinner at 9 PM.,1
HIND5105807,Geeta do dinner at 9 PM.,1
HIND5119649,Keep some salt and pepper.,3
HIND5119649,Put on some salt and pepper.,3
HIND5119649,Sprinkle some salt and pepper.,3
HIND5119649,Take up some salt and pepper.,3
HIND5124686,Step 7: Mix everybody with a fork.,3
HIND5124686,Step 7: Mix everyone with a fork.,3
HIND5124686,Step 7: Mix everything with a fork.,3
HIND5124686,Step 7: Mix to everything with a fork.,3
HIND5133870,Mix everything from a fork.,2
HIND5133870,Mix everything with a fork.,2
HIND5133870,Mix everything for a fork.,2
HIND5133870,Mix everything of a form.,2
HIND5137084,Heat a few butter.,3
HIND5137084,Heat a butter.,3
HIND5137084,Heat some butter.,3
HIND5137084,Heat many butter.,3
HIND5138304,Putting the eggs into a bowl.,2
HIND5138304,Put the eggs into a bowl.,2
HIND5138304,Take the eggs into a bowl.,2
HIND5138304,Puts the eggs into a bowl.,2
HIND5148576,"I like a table for two, please.",2
HIND5148576,"I would like a table for two, please.",2
HIND5148576,"I am like a table for two, please.",2
HIND5148576,"I want to like a table for two, please.",2
HIND5150095,"A table from three, please.",3
HIND5150095,"A table with three, please.",3
HIND5150095,"A table for three, please.",3
HIND5150095,"A table to three, please.",3
HIND5156446,"I would like a spring rolls, please.",2
HIND5156446,"I would like some spring rolls, please.",2
HIND5156446,"I would like much spring rolls, please.",2
HIND5156446,,2
HIND5157773,Would you like anything to drink??,1
HIND5157773,Would you like anything to drinking??,1
HIND5157773,Would you like anything to be drink??,1
HIND5157773,Would you like anything to have drink??,1
HIND5158995,Would you like any to eat?,4
HIND5158995,Would you like some to eat?,4
HIND5158995,Would you like anyone to eat?,4
HIND5158995,Would you like anything to eat?,4
HIND5164150,What are you like for the main course?,3
HIND5164150,What you like for the main course?,3
HIND5164150,What would you like for the main course?,3
HIND5164150,What you are liking for the main course?,3
HIND5165859,Would you like to order some chicken?,1
HIND5165859,Would you are like to order some chicken?,1
HIND5165859,Are you like to order some chicken?,1
HIND5165859,Do you are like to order some chicken?,1
HIND5167699,Would you like few coke?,2
HIND5167699,Would you like some coke?,2
HIND5167699,Would you like many coke?,2
HIND5167699,,2
HIND5169487,The pizza are delicious.,2
HIND5169487,The pizza is delicious.,2
HIND5169487,The pizza has delicious.,2
HIND5169487,,2
HIND5171651,I would like an ice cream for dessert.,1
HIND5171651,I would like an ice cream on dessert.,1
HIND5171651,I would like an ice cream from dessert.,1
HIND5171651,,1
HIND5182679,Please sit down.,1
HIND5182679,Please you sit down.,1
HIND5182679,Please sits down.,1
HIND5182679,Please sitting down.,1
HIND5186579,Please gets the menu.,2
HIND5186579,Please get the menu.,2
HIND5186579,Please you get the menu.,2
HIND5186579,Please getting the menu.,2
HIND5191494,Has a seat.,3
HIND5191494,Having a seat.,3
HIND5191494,Have a seat.,3
HIND5191494,You have a seat.,3
HIND5195341,Please open the door.,1
HIND5195341,Please you open the door.,1
HIND5195341,Please you are open the door.,1
HIND5195341,Please turn on the door.,1
HIND5202829,Go and do study.,2
HIND5202829,Go and study.,2
HIND5202829,Go and studying.,2
HIND5202829,Go and studies.,2
HIND5204238,Go and do brush your teeth.,2
HIND5204238,Go and brush your teeth.,2
HIND5204238,Go and brushing your teeth.,2
HIND5204238,Go and do brush to your teeth.,2
HIND5226254,I am not feel well. I have got a cold.,2
HIND5226254,I am not feeling well. I have got a cold.,2
HIND5226254,I am not feels well. I have got a cold.,2
HIND5226254,I am don't feeling well. I have got a cold.,2
HIND5227471,How are you feels?,3
HIND5227471,How are you feel?,3
HIND5227471,How are you feeling?,3
HIND5227471,,3
HIND5230082,I can't eat. I am get a terrible tooth ache.,2
HIND5230082,I can't eat. I have got a terrible tooth ache.,2
HIND5230082,I can't eat. I have get a terrible tooth ache.,2
HIND5230082,I can't eat. I have getting a terrible tooth ache.,2
HIND5232542,Do you have a thermometer? I think I have got a fever.,1
HIND5232542,Do you have a thermometer? I think I am get a fever.,1
HIND5232542,Do you have a thermometer? I think I am have a fever.,1
HIND5232542,Do you have a thermometer? I think I will got a fever.,1
HIND5234953,Is there a dentist here? I have got a toothache.,1
HIND5234953,Is there a dentist here? I have get a toothache.,1
HIND5234953,Is there a dentist here? I am get a toothache.,1
HIND5234953,Is there a dentist here? I am have a toothache.,1
HIND5240216,The one month of the year is January.,2
HIND5240216,The first month of the year is January.,2
HIND5240216,The before month of the year is January.,2
HIND5240216,,2
HIND5242259,The two month of the year is February.,2
HIND5242259,The second month of the year is February.,2
HIND5242259,The twost month of the year is February.,2
HIND5242259,,2
HIND5243610,April is the fourth month.,1
HIND5243610,April is the four month.,1
HIND5243610,April is the fourth months.,1
HIND5243610,,1
HIND5246238,The sixth month is May.,4
HIND5246238,The sixth month is April.,4
HIND5246238,The sixth month is July.,4
HIND5246238,The sixth month is June.,4
HIND5247525,The eleventh month is October.,2
HIND5247525,The eleventh month is November.,2
HIND5247525,The eleventh month is December.,2
HIND5247525,The eleventh month is January.,2
HIND5252509,January comes after February.,2
HIND5252509,January comes before February.,2
HIND5252509,January comes first February.,2
HIND5252509,,2
HIND5253854,April comes last March.,3
HIND5253854,April comes later March.,3
HIND5253854,April comes after March.,3
HIND5253854,April comes before March.,3
HIND5259898,December is the first month of the year.,2
HIND5259898,December is the last month of the year.,2
HIND5259898,December is the after month of the year.,2
HIND5259898,,2
HIND5265784,Which is the after month?,3
HIND5265784,Which is the before month?,3
HIND5265784,Which is the next month?,3
HIND5265784,,3
HIND5271961,Diwali is next month.,1
HIND5271961,Diwali is after month.,1
HIND5271961,Diwali is first month.,1
HIND5271961,Diwali is before month.,1
HIND5278757,Monday comes after Tuesday.,2
HIND5278757,Monday comes before Tuesday.,2
HIND5278757,,2
HIND5278757,,2
HIND5280095,Friday comes after Thursday.,1
HIND5280095,Friday comes after Saturday.,1
HIND5280095,Friday comes before wednesday.,1
HIND5280095,,1
HIND5282005,I don't work on Sundays.,1
HIND5282005,I doesn't work on Sundays.,1
HIND5282005,I don't works on Sundays.,1
HIND5282005,I am not work on Sundays.,1
HIND5283308,Do you work on Saturdays??,1
HIND5283308,Do you work at Saturdays??,1
HIND5283308,Do you work in Saturdays??,1
HIND5283308,Do you work on the Saturdays??,1
HIND5288414,Today is Monday.,1
HIND5288414,Today happens Monday.,1
HIND5288414,Today are Monday.,1
HIND5288414,Today is the Monday.,1
HIND5299342,Every Saturdays.,2
HIND5299342,Every Saturday.,2
HIND5299342,Every the Saturday.,2
HIND5299342,,2
HIND5301175,I go to the gym every Sunday.,1
HIND5301175,I go to the gym every Sundays.,1
HIND5301175,I go to the gym the every Sunday.,1
HIND5301175,,1
HIND5302420,I go to the temple on Wednesdays.,1
HIND5302420,I go to the temple on every Wednesdays.,1
HIND5302420,I go to the temple on the Wednesdays.,1
HIND5302420,I go to the temple on a Wednesdays.,1
HIND5306414,Let have some hot tea. It's very cold today.,2
HIND5306414,Let's have some hot tea. It's very cold today.,2
HIND5306414,Let is have some hot tea. It's very cold today.,2
HIND5306414,Lets us some hot tea. It's very cold today.,2
HIND5307751,Let's take a taxi and go home.,1
HIND5307751,Let take a taxi and go home.,1
HIND5307751,Let's keep a taxi and go home.,1
HIND5307751,Lets us a taxi and go home.,1
HIND5309076,It's Ankit's anniversary today. Let's buy him a present.,1
HIND5309076,It's Ankit's anniversary today. Lets buyed him a present.,1
HIND5309076,It's Ankit's anniversary today. Lets us buy him a present.,1
HIND5309076,It's Ankit's anniversary today. Let take him a present.,1
HIND5310408,Let go for a movie.,2
HIND5310408,Let us go for a movie.,2
HIND5310408,Lets goes for a movie.,2
HIND5310408,Let we go for a movie.,2
HIND5313169,Let's not forget the keys again.,1
HIND5313169,Let not forget the keys again.,1
HIND5313169,Let's forget not the keys again.,1
HIND5313169,Let forget not the keys again.,1
HIND5314569,Let not talk about it.,2
HIND5314569,Let's not talk about it.,2
HIND5314569,Let talk not about it.,2
HIND5314569,Let's talk not about it.,2
HIND5316051,Let's goes out sometime.,3
HIND5316051,Let go out sometime.,3
HIND5316051,Let's go out sometime.,3
HIND5316051,Let us goes out sometime.,3
HIND5317402,Let's dance on the dance floor.,1
HIND5317402,Let dance on the dance floor.,1
HIND5317402,Let's dance not on the dance floor.,1
HIND5317402,,1
HIND5318643,Let's no go outside. Its too dark.,3
HIND5318643,Let go outside. Its too dark.,3
HIND5318643,Let's not go outside. Its too dark.,3
HIND5318643,Let not go outside. Its too dark.,3
HIND5319904,Let go for a movie.,2
HIND5319904,Let's go for a movie.,2
HIND5319904,Let's not goes for a movie.,2
HIND5319904,Let not go for a movie.,2
HIND5340063,I am write an email to my friend.,2
HIND5340063,I am writing an email to my friend.,2
HIND5340063,I have writing an email to my friend.,2
HIND5340063,I writes an email to my friend.,2
HIND5341431,Neha and Pooja are at the play ground. They are playing basketball right now.,1
HIND5341431,Neha and Pooja are at the play ground. They playing basketball right now.,1
HIND5341431,Neha and Pooja are at the play ground. They play basketball right now.,1
HIND5341431,Neha and Pooja are at the play ground. They do not playing basketball right now.,1
HIND5342782,"Look, I wear a new tie.",2
HIND5342782,"Look, I am wearing a new tie.",2
HIND5342782,"Look, I am wear a new tie.",2
HIND5342782,"Look, I wearing a new tie.",2
HIND5344125,We are sleep in our bedroom right now.,2
HIND5344125,We are sleeping in our bedroom right now.,2
HIND5344125,We do sleep in our bedroom right now.,2
HIND5344125,We sleeping in our bedroom right now.,2
HIND5345560,They play soccer on Sundays.,1
HIND5345560,They are playing soccer on Sundays.,1
HIND5345560,They playing soccer on Sundays.,1
HIND5345560,They plays soccer on Sundays.,1
HIND5346887,Everyone are talking about the trip.,4
HIND5346887,Everyone do talk about the trip.,4
HIND5346887,Everyone is talk about the trip.,4
HIND5346887,Everyone is talking about the trip.,4
HIND5348253,They is going home.,3
HIND5348253,They goes home.,3
HIND5348253,They are going home.,3
HIND5348253,They are go home.,3
HIND5352292,They do not reading books right now.,2
HIND5352292,They are not reading books right now.,2
HIND5352292,They are read books right now.,2
HIND5352292,They have been read books right now.,2
HIND5355907,I am study to become an Engineer.,2
HIND5355907,I am studying to become an Engineer.,2
HIND5355907,I do study to become an Engineer.,2
HIND5355907,I studies to become an Engineer.,2
HIND5357360,I don't going to Rama's house right now.,3
HIND5357360,I are not going to Rama's house right now.,3
HIND5357360,I am not going to Rama's house right now.,3
HIND5357360,I am not go to Rama's house right now.,3
HIND5359481,We read a book right now.,4
HIND5359481,We do read a book right now.,4
HIND5359481,We reading a book right now.,4
HIND5359481,We are reading a book right now.,4
HIND5361595,You are taking a bath right now.,1
HIND5361595,You are take a bath right now.,1
HIND5361595,You do take a bath right now.,1
HIND5361595,You taking a bath right now.,1
HIND5382757,I never rude to servants.,2
HIND5382757,I am never rude to servants.,2
HIND5382757,I rarely rude to servants.,2
HIND5382757,I can never rude to servants.,2
HIND5385884,I do not never drive to work.,3
HIND5385884,I do not usual drive to work.,3
HIND5385884,I do not usually drive to work.,3
HIND5385884,I do not rare drive to work.,3
HIND5390733,It rare rains in December.,2
HIND5390733,It rarely rains in December.,2
HIND5390733,It usual rains in December.,2
HIND5390733,It sometime rains in December.,2
HIND5398029,She dances beautiful.,2
HIND5398029,She dances beautifully.,2
HIND5398029,She dances with beautiful.,2
HIND5398029,,2
HIND5407458,She works very hard.,1
HIND5407458,She works very hardly.,1
HIND5407458,She works a lot hard.,1
HIND5407458,,1
HIND5408743,She runs fastly.,2
HIND5408743,She runs fast.,2
HIND5408743,She runs faster.,2
HIND5408743,,2
HIND5410599,Rabbits run very fast.,1
HIND5410599,Rabbits run fastly.,1
HIND5410599,Rabbits run very fastly.,1
HIND5410599,,1
HIND5412671,Ram does his work careful.,2
HIND5412671,Ram does his work carefully.,2
HIND5412671,Ram does his work with careful.,2
HIND5412671,,2
HIND5416576,He washes properly the clothes.,4
HIND5416576,He washes proper the clothes.,4
HIND5416576,He washes the clothes proper.,4
HIND5416576,He washes the clothes properly.,4
HIND5419729,She danced wonderful at her wedding.,2
HIND5419729,She danced wonderfully at her wedding.,2
HIND5419729,She danced with wonderful at her wedding.,2
HIND5419729,,2
HIND5433141,Are you play cricket?,2
HIND5433141,Can you play cricket?,2
HIND5433141,Can you are play cricket?,2
HIND5433141,You can be play cricket?,2
HIND5436869,"Yes, my mother is drive a car.",3
HIND5436869,"Yes, my mother drive a car.",3
HIND5436869,"Yes, my mother can drive a car.",3
HIND5436869,"Yes, my mother drive can a car.",3
HIND5439421,I can not speak English.,1
HIND5439421,I am not speak English.,1
HIND5439421,I do not can speak English.,1
HIND5439421,I not can speak English.,1
HIND5443730,I am not speak German.,4
HIND5443730,I can speak not German.,4
HIND5443730,I not can speak German.,4
HIND5443730,I can not speak German.,4
HIND5451426,She can't see without glasses.,1
HIND5451426,She can't don't see without glasses.,1
HIND5451426,She isn't see without glasses.,1
HIND5451426,,1
HIND5453922,"I'm sorry, I can't come to your party.",1
HIND5453922,"I'm sorry, I can come to your party.",1
HIND5453922,"I'm sorry, I don't come to your party.",1
HIND5453922,"I'm sorry, I am not come to your party.",1
HIND5455389,"I can't dance, but I can sing.",1
HIND5455389,"I can dance, but I can sing.",1
HIND5455389,"I am not dance, but I can sing.",1
HIND5455389,,1
HIND5456729,"Can tell me the time, please?",2
HIND5456729,"Can you tell me the time, please?",2
HIND5456729,"Can't not tell me the time, please?",2
HIND5456729,"Are you tell me the time, please?",2
HIND5467531,I like watching movies.,1
HIND5467531,I like to watching movies.,1
HIND5467531,I like watch movies.,1
HIND5467531,I like watching to movies.,1
HIND5474978,He was at a party yesterday.,1
HIND5474978,He is at a party yesterday.,1
HIND5474978,He were at a party yesterday.,1
HIND5474978,He are at a party yesterday.,1
HIND5476191,Why were you late this morning?,1
HIND5476191,Why was you late this morning?,1
HIND5476191,Why is you late this morning?,1
HIND5476191,Why are you late this morning?,1
HIND5477553,They was not here last Sunday.,2
HIND5477553,They were not here last Sunday.,2
HIND5477553,They are not here last Sunday.,2
HIND5477553,They is not here last Sunday.,2
HIND5479034,Meera is not well last night.,3
HIND5479034,Meera were not well last night.,3
HIND5479034,Meera was not well last night.,3
HIND5479034,Meera did not well last night.,3
HIND5480269,They were busy yesterday.,1
HIND5480269,They was busy yesterday.,1
HIND5480269,They are busy yesterday.,1
HIND5480269,They did busy yesterday.,1
HIND5500635,I go out for dinner yesterday.,2
HIND5500635,I went out for dinner yesterday.,2
HIND5500635,I gone out for dinner yesterday.,2
HIND5500635,I goes out for dinner yesterday.,2
HIND5502267,I was like the food.,2
HIND5502267,I liked the food.,2
HIND5502267,I likes the food.,2
HIND5502267,I am like the food.,2
HIND5503485,I did cleaned my room three times yesterday.,3
HIND5503485,I cleans my room three times yesterday.,3
HIND5503485,I cleaned my room three times yesterday.,3
HIND5503485,I was cleaned my room three times yesterday.,3
HIND5504704,"Yesterday, I got up late.",1
HIND5504704,"Yesterday, I get up late.",1
HIND5504704,"Yesterday, I getting up late.",1
HIND5504704,"Yesterday, I gotten up late.",1
HIND5506020,I was washed my clothes last night.,4
HIND5506020,I did washed my clothes last night.,4
HIND5506020,I wash my clothes last night.,4
HIND5506020,I washed my clothes last night.,4
HIND5507229,I have study Sanskrit in 2008.,2
HIND5507229,I studied Sanskrit in 2008.,2
HIND5507229,I studies Sanskrit in 2008.,2
HIND5507229,I to studied Sanskrit in 2008.,2
HIND5531284,My boss call me at 8 in the morning yesterday.,2
HIND5531284,My boss called me at 8 in the morning yesterday.,2
HIND5531284,My boss calling me at 8 in the morning yesterday.,2
HIND5531284,My boss call to me at 8 in the morning yesterday.,2
HIND5532504,I studied all the day at school.,1
HIND5532504,I studyed all the day at school.,1
HIND5532504,I studying all the day at school.,1
HIND5532504,I to study all the day at school.,1
HIND5533733,"At 8:30, we was finish the game.",3
HIND5533733,"At 8:30, we finishing the game.",3
HIND5533733,"At 8:30, we finished the game.",3
HIND5533733,"At 8:30, we was finished the game.",3
HIND5534981,The last meeting began at 2:30.,1
HIND5534981,The last meeting begin at 2:30.,1
HIND5534981,The last meeting begining at 2:30.,1
HIND5534981,The last meeting was began at 2:30.,1
HIND5536221,I think you make a mistake in your report.,2
HIND5536221,I think you made a mistake in your report.,2
HIND5536221,I think you to make a mistake in your report.,2
HIND5536221,I think you were make a mistake in your report.,2
HIND5542106,He play soccer last night.,3
HIND5542106,He playing soccer last night.,3
HIND5542106,He played soccer last night.,3
HIND5542106,He was play soccer last night.,3
HIND5543312,You came late for dinner.,1
HIND5543312,You did came late for dinner.,1
HIND5543312,You comed late for dinner.,1
HIND5543312,You was come late for dinner.,1
HIND5544538,We seeing her on the beach.,2
HIND5544538,We saw her on the beach.,2
HIND5544538,We was see her on the beach.,2
HIND5544538,We seen her on the beach.,2
HIND5546436,He go out with his girlfriend on a date.,4
HIND5546436,He go in with his girlfriend on a date.,4
HIND5546436,He went in with his girlfriend on a date.,4
HIND5546436,He went out with his girlfriend on a date.,4
HIND5553118,He did not arrived till mid night.,2
HIND5553118,He did not arrive till mid night.,2
HIND5553118,He was not arrived till mid night.,2
HIND5553118,He was not arrive till mid night.,2
HIND5560877,She did not play badminton last Sunday.,1
HIND5560877,She was not play badminton last Sunday.,1
HIND5560877,She did not played badminton last Sunday.,1
