HIND6659256,We will go to the temple but then go shopping.,2
HIND6659256,We will go to the temple and then go shopping.,2
HIND6659256,We will go to the temple as well then go shopping.,2
HIND6659256,We will go to the temple too then go shopping.,2
HIND6660553,I can drive a scooter and a car as well.,1
HIND6660553,I can drive a scooter but a car as well.,1
HIND6660553,I can drive a scooter as a car as well.,1
HIND6660553,I can drive a scooter too a car as well.,1
HIND6661777,He directed the film and acted in it too.,1
HIND6661777,He directed the film and as well acted in it.,1
HIND6661777,He directed the film and too acted in it.,1
HIND6661777,He directed the film but acted in it too.,1
HIND6663009,I want to meet Neha but her mother as well.,3
HIND6663009,I want to meet Neha if her mother as well.,3
HIND6663009,I want to meet Neha and her mother as well.,3
HIND6663009,I want to meet Neha as well her mother.,3
HIND6687436,Would I slice the bread?,4
HIND6687436,Can I slice the bread?,4
HIND6687436,Am I slice the bread?,4
HIND6687436,Shall I slice the bread?,4
HIND6688832,Would you like a pizza?,1
HIND6688832,Shall you like a pizza?,1
HIND6688832,Can you like a pizza?,1
HIND6688832,Do you like a pizza?,1
HIND6690274,Would you like to have some coffee?,1
HIND6690274,Do you like to have some coffee?,1
HIND6690274,Shall you like to have some coffee?,1
HIND6690274,May you like to have some coffee?,1
HIND6692362,May you like to come with me?,3
HIND6692362,Do you like to come with me?,3
HIND6692362,Would you like to come with me?,3
HIND6692362,Are you like to come with me?,3
HIND6693853,Would we leave?,2
HIND6693853,Shall we leave?,2
HIND6693853,Will we leave?,2
HIND6693853,Are we leave?,2
HIND6712765,He has an dozen shoes.,2
HIND6712765,He has a dozen shoes.,2
HIND6712765,He has the dozen shoes.,2
HIND6712765,He has dozen shoes.,2
HIND6715480,That was such an long journey.,3
HIND6715480,That was such the long journey.,3
HIND6715480,That was such a long journey.,3
HIND6715480,That was such long journey.,3
HIND6716934,Earth revolves around Sun.,4
HIND6716934,A Earth revolves around the Sun.,4
HIND6716934,An Earth revolves around a Sun.,4
HIND6716934,The Earth revolves around the Sun.,4
HIND6719092,The keys are on the bed.,1
HIND6719092,Keys are on the bed.,1
HIND6719092,A keys are on the bed.,1
HIND6719092,An keys are on the bed.,1
HIND6723198,"A girl, who is wearing a cap, is my sister",2
HIND6723198,"The girl, who is wearing a cap, is my sister",2
HIND6723198,"An girl, who is wearing a cap, is my sister",2
HIND6723198,"Girl, who is wearing a cap, is my sister",2
HIND6725939,You are the first person to know this,1
HIND6725939,You are a first person to know this,1
HIND6725939,You are an first person to know this,1
HIND6725939,You are first person to know this,1
HIND6736588,A Times of India is one of the leading newspapers of India,2
HIND6736588,The Times of India is one of the leading newspapers of India,2
HIND6736588,An Times of India is one of the leading newspapers of India,2
HIND6736588,Times of India is one of the leading newspapers of India,2
HIND6763796,My boss get angry if I am late for work.,2
HIND6763796,My boss gets angry if I am late for work.,2
HIND6763796,My boss gets angry if I late for work.,2
HIND6763796,"My boss gets angry, so I am late for work.",2
HIND6765013,"If I miss the 8 o'clock bus, I get late for work.",1
HIND6765013,"So I miss the 8 o'clock bus, I get late for work.",1
HIND6765013,"I miss the 8 o'clock bus, I get late for work.",1
HIND6765013,"If I miss the 8 o'clock bus, I got late for work.",1
HIND6766332,"When I get up late, I miss my bus.",1
HIND6766332,"Then I get up late, I miss my bus.",1
HIND6766332,"I get up late, if I miss my bus.",1
HIND6766332,I get up late when I miss my bus.,1
HIND6771348,We are going tomorrow to the cinema.,2
HIND6771348,We are going to the cinema tomorrow.,2
HIND6771348,We are tomorrow going to the cinema.,2
HIND6771348,We are going to the tomorrow cinema.,2
HIND6772565,He was yesterday very happy.,4
HIND6772565,He yesterday was very happy.,4
HIND6772565,He was very yesterday happy.,4
HIND6772565,"Yesterday, he was very happy.",4
HIND6775668,Neha has just left.,1
HIND6775668,Neha has left just.,1
HIND6775668,Neha just has left.,1
HIND6775668,Just Neha has left.,1
HIND6776884,Just he has arrived.,3
HIND6776884,He has arrived just.,3
HIND6776884,He has just arrived.,3
HIND6776884,He just has arrived.,3
HIND6779539,He is coming tonight.,1
HIND6779539,He tonight is coming.,1
HIND6779539,He is tonight coming.,1
HIND6779539,Tonight he comes.,1
HIND6827592,Where are you born?,2
HIND6827592,Where were you born?,2
HIND6827592,Where were you borned?,2
HIND6827592,Where was you born?,2
HIND6838844,कितने समय से,1
HIND6838844,अब तक,1
HIND6838844,तब तक,1
HIND6838844,अब से,1
HIND6861574,I am a few excited about my new dress.,3
HIND6861574,I am many excited about my new dress.,3
HIND6861574,I am quite excited about my new dress.,3
HIND6861574,I am so much excite about my new dress.,3
HIND6866872,Wow! The sunset is amazing.,1
HIND6866872,Wow! The sunset is amazingly.,1
HIND6866872,Wow! The sunset is awesomely.,1
HIND6866872,Wow! The sunset is amazed.,1
HIND6868152,Look at that mountain. It's amazing.,1
HIND6868152,Look at that mountain. It's amazingly.,1
HIND6868152,Look at that mountain. It's incredibly.,1
HIND6868152,Look at that mountain. It's awesomely.,1
HIND6876658,She are really excited for her husband.,3
HIND6876658,She is really excitement for her husband.,3
HIND6876658,She is really excited for her husband.,3
HIND6876658,She is hardly excited for her husband.,3
HIND6879513,Congratulations! You topped the class.,1
HIND6879513,Congrates you topped the class.,1
HIND6879513,Congregation you topped in class.,1
HIND6879513,Congratulations! you were topped the class.,1
HIND6890566,"Well, I didn't really like the soup that much.",1
HIND6890566,"Well, I didn't really liked the soup that much.",1
HIND6890566,"Well, I am not really like the soup that much.",1
HIND6890566,"Well, I have not really like the soup that much.",1
HIND6900146,He opened the door.,2
HIND6900146,The door is opened by him.,2
HIND6900146,The door is open by him.,2
HIND6900146,The door is opens by him.,2
HIND6901365,I drew a picture.,4
HIND6901365,A picture is draw by I.,4
HIND6901365,A picture is drawn by I.,4
HIND6901365,A picture is drawn by me.,4
HIND6902717,They are not helped by you.,2
HIND6902717,You are not helped by them.,2
HIND6902717,You are not help by them.,2
HIND6902717,You are not helped by they.,2
HIND6903946,The gardener is watered by the plants.,3
HIND6903946,The gardener watered the plants.,3
HIND6903946,The plants are watered by the gardener.,3
HIND6903946,The plants are water by the gardener.,3
HIND6905918,This article is readed by many people.,2
HIND6905918,This article is read by many people.,2
HIND6905918,This article is readen by many people.,2
HIND6905918,Many people are read by the article.,2
HIND6907228,The car was repaired.,2
HIND6907228,The car was repaired by Sachin.,2
HIND6907228,The car is repair by Sachin.,2
HIND6907228,The car was repair by Sachin.,2
HIND6908823,Everybody loved chocolate.,3
HIND6908823,Chocolate is loves by everybody.,3
HIND6908823,Chocolate is loved by everybody.,3
HIND6908823,Chocolate is love by everybody,3
HIND6911401,The kids are never understood by Neha.,1
HIND6911401,The kids are never understood.,1
HIND6911401,The kids are never understand by Neha.,1
HIND6911401,The kids is never understood by Neha.,1
HIND6912834,Candies are always eaten by kids.,1
HIND6912834,Candies are always eat by kids.,1
HIND6912834,Candies is always eaten by kids.,1
HIND6912834,Kids eat candies always.,1
HIND6915057,Blue shoes are worn.,1
HIND6915057,Blue shoes are worn by Rahul.,1
HIND6915057,Blue shoes is wear by Rahul.,1
HIND6915057,Rahul wore blue shoes.,1
HIND6918754,The letter was not write by you.,1
HIND6918754,You didn't wrote the letter.,1
HIND6918754,The letter was not written by you.,1
HIND6918754,The letter was not written.,1
HIND6920692,The grass was cut by Pooja.,1
HIND6920692,The grass is cut by Pooja.,1
HIND6920692,The grass is cut.,1
HIND6920692,The grass are cut.,1
HIND6928501,The work was finished by 5 PM.,1
HIND6928501,The work will be finish by 5:00 pm.,1
HIND6928501,The work finished by 5:00 pm,1
HIND6928501,The work will be finished by 5:00 pm.,1
HIND6930458,The newspaper was deliver this morning.,1
HIND6930458,The newspaper is delivered this morning.,1
HIND6930458,The newspaper were delivered this morning.,1
HIND6930458,The newspaper was delivered this morning.,1
HIND6931806,Loud music are being played.,1
HIND6931806,Loud music is being plays.,1
HIND6931806,Loud music is being played,1
HIND6931806,Loud music is being play.,1
HIND6934613,The pots were painted.,1
HIND6934613,Neha paints the pots.,1
HIND6934613,The pots were painted by Neha.,1
HIND6934613,The pots are painted by Neha.,1
HIND6935927,Records were replace by CDs in the 1980s.,1
HIND6935927,Records were replaced CDs in the 1980s.,1
HIND6935927,Records were replaced by CDs in the 1980s.,1
HIND6935927,Records are replaced CDs in the 1980s.,1
HIND6954481,"I have got a few coffee left, would you like some?",1
HIND6954481,"I have got few coffee left, would you like some?",1
HIND6954481,"I have got a little coffee left, would you like some?",1
HIND6954481,"I have got many coffee left, would you like some?",1
HIND6959084,Only few students are really motivated.,1
HIND6959084,Little students are really motivated.,1
HIND6959084,Much students are really motivated.,1
HIND6959084,A little students are really motivated.,1
HIND6976026,"We have got a few petrol, but not much.",1
HIND6976026,"We have got a lot of petrol, but not much.",1
HIND6976026,"We have got a little petrol, but not much.",1
HIND6976026,"We have got too many petrol, but not much.",1
HIND6978223,"I have got a few stamps, but not too many.",1
HIND6978223,"I have a lot of stamps, but not too many.",1
HIND6978223,"I have got a little stamps, but not too many.",1
HIND6978223,"I have got too much stamps, but not too many.",1
HIND6995719,"I can't wait for them, I haven't got a few time.",1
HIND6995719,"I can't wait for them, I haven't got enough time.",1
HIND6995719,"I can't wait for them, I haven't got too many time.",1
HIND6995719,"I can't wait for them, I haven't got many time.",1
HIND7002880,She can make just one cup of tea. There's only a few sugar left.,1
HIND7002880,She can make just one cup of tea. There's only a little sugar left.,1
HIND7002880,She can make just one cup of tea. There's only too many sugar left.,1
HIND7002880,She can make just one cup of tea. There's only too much sugar left.,1
HIND7022892,They don't go out after sunset,1
HIND7022892,They don't go out after a sunset,1
HIND7022892,They don't go out after an sunset,1
HIND7022892,They don't go out after the sunset,1
HIND7044237,That has,1
HIND7044237,That is,1
HIND7044237,Thats,1
HIND7044237,That,1
HIND7046248,Mohan has,1
HIND7046248,Mohan is,1
HIND7046248,Mohans,1
HIND7046248,Mohan,1
HIND7047640,This is Riya note book.,1
HIND7047640,This is Riya has notebook.,1
HIND7047640,This is Riya's note book.,1
HIND7047640,This is Riyas note book.,1
HIND7058129,She has coming to my place.,1
HIND7058129,She is coming to my place.,1
HIND7058129,Shes coming to my place.,1
HIND7058129,She was coming to my place.,1
HIND7060698,Ram has bought a new bungalow.,1
HIND7060698,Ram is bought a new bungalow.,1
HIND7060698,Rams bought a new bungalow.,1
HIND7060698,Ram was bought a new bungalow.,1
HIND7061984,It was raining outside.,1
HIND7061984,Its raining outside.,1
HIND7061984,It has raining outside.,1
HIND7061984,It is raining outside.,1
HIND7071023,"According for Ram, Shyam was innocent.",1
HIND7071023,"According on Ram, Shyam was innocent.",1
HIND7071023,"According with Ram, Shyam was innocent.",1
HIND7071023,"According to Ram, Shyam was innocent.",1
HIND7073241,Kids always feel safe for their parents.,1
HIND7073241,Kids always feel safe to their parents.,1
HIND7073241,Kids always feel safe with their parents.,1
HIND7073241,Kids always feel safe about their parents.,1
HIND7074455,The blanket is in the bed.,1
HIND7074455,The blanket is on the bed.,1
HIND7074455,The blanket is with the bed.,1
HIND7074455,The blanket is for the bed.,1
HIND7075715,We are all going for a party.,1
HIND7075715,We are all going from a party.,1
HIND7075715,We are all going with a party.,1
HIND7075715,We are all going about a party.,1
HIND7076948,They are ready for help us.,1
HIND7076948,They are ready to help us.,1
HIND7076948,They are ready with help us.,1
HIND7076948,They are ready on help us.,1
HIND8127117,What's your favorite sport?,1
HIND8127117,What be your favorite sport?,1
HIND8127117,What is in your favorite sport?,1
HIND8127117,Who is your favorite sport?,1
HIND8129873,Which is your favorite team?,1
HIND8129873,Who is your favorite team?,1
HIND8129873,Which is your best team?,1
HIND8129873,Which is your favoritest team?,1
HIND8135363,What do you like about they?,1
HIND8135363,What do you like about themselves?,1
HIND8135363,What do you like about them?,1
HIND8135363,What do you like about their?,1
HIND8138024,"I think, their team is the best.",1
HIND8138024,"I think, their team is more good.",1
HIND8138024,"I think, their team is better.",1
HIND8138024,"I think, their team is more better.",1
HIND8139566,Not at all,1
HIND8139566,No at all,1
HIND8139566,Not all,1
HIND8139566,Not now,1
HIND8144552,That team's strategy is good.,1
HIND8144552,That team is strategy is good.,1
HIND8144552,That team has strategy is good.,1
HIND8144552,That team has to be strategy is good.,1
HIND8146603,Maybe,1
HIND8146603,Should be,1
HIND8146603,Would be,1
HIND8146603,Is to be,1
HIND8154269,I am sure.,1
HIND8154269,I am surely.,1
HIND8154269,I have sure.,1
HIND8154269,I am surety.,1
HIND8061810,Hurry up! The bus will be here in 5 minutes!,1
HIND8061810,Hurry ups! The bus will be here in 5 minutes!,1
HIND8061810,Hurries up! The bus will be here in 5 minutes!,1
HIND8061810,Hurriedly up! The bus will be here in 5 minutes!,1
HIND8081810,He turned off the TV when mom came.,1
HIND8081810,He turns the TV off when mom came.,1
HIND8081810,He turn off the TV when mom came.,1
HIND8081810,He was turn off the TV when mom came.,1
HIND8083043,I will stay up all night and finish the work.,1
HIND8083043,I will wake up all night and finish the work.,1
HIND8083043,I will turn up all night and finish the work.,1
HIND8083043,I will stand up all night and finish the work.,1
HIND8089051,Did you watch the news today?,1
HIND8089051,Will you watch the news today?,1
HIND8089051,Are you watch the news today?,1
HIND8089051,Is you watch the news today?,1
HIND8090573,There was an earthquake in Gujarat.,1
HIND8090573,There was the earthquake in Gujarat.,1
HIND8090573,There is an earthquake in Gujarat.,1
HIND8090573,There had an earthquake in Gujarat.,1
HIND8098936,I am hope there was no casualty.,1
HIND8098936,I hope there was no casualty.,1
HIND8098936,I hope there was no casually.,1
HIND8098936,I hope there's was no casualty.,1
HIND8100368,The ambulance arrived on time.,1
HIND8100368,The ambulance arrive on time.,1
HIND8100368,The ambulance was arrived on time.,1
HIND8100368,The ambulance was arrive on time.,1
HIND8103261,Did you hear the news about the floods in Uttarakhand?,1
HIND8103261,Did you listen the news about the floods in Uttarakhand?,1
HIND8103261,Did you hear to the news about the floods in Uttarakhand?,1
HIND8103261,Did you hear the news at the floods in Uttarakhand?,1
HIND8104597,They suffered for months.,1
HIND8104597,They are suffering for months.,1
HIND8104597,They were suffered for months.,1
HIND8104597,They will be suffering for months.,1
HIND8108965,"Day by day, natural disasters are increasing.",1
HIND8108965,"Day by day, naturally disasters are increasing.",1
HIND8108965,"Day by day, have natural disasters increasing.",1
HIND8108965,"Day by day, natural disasters is increasing.",1
HIND8113191,We should send help there.,1
HIND8113191,We are send help there.,1
HIND8113191,Should we send help there?,1
HIND8113191,We would send help there,1
HIND8117357,How can we do to help?,1
HIND8117357,What can we help?,1
HIND8117357,What can we do help?,1
HIND8117357,What can we do to help?,1
HIND8120550,They need dry ration.,1
HIND8120550,They must dry ration.,1
HIND8120550,They have dry ration.,1
HIND8120550,They should dry ration.,1
HIND8025866,"I would like to say this, but I did not like this cake.",1
HIND8025866,"I hate to say this, but I did not like this cake.",1
HIND8025866,"I hate say this, but I did not like this cake.",1
HIND8025866,"I hate to say to this, but I did not like this cake.",1
HIND8042443,I will ask you to do it again.,1
HIND8042443,I am ask you to do it again.,1
HIND8042443,I will have to ask you to do it again.,1
HIND8042443,I ask you to do it again.,1
HIND7947266,"When I reached home, the children were playing.",1
HIND7947266,"When I reached home, the children was playing.",1
HIND7947266,"When I reached home, the children are playing.",1
HIND7947266,"When I reached home, the children is playing.",1
HIND7948961,Our friends was waiting for us.,1
HIND7948961,Our friends are waiting for us.,1
HIND7948961,Our friends is waiting for us.,1
HIND7948961,Our friends were waiting for us.,1
HIND8049810,"Don't take this the wrongly way, but it needs to be re-written.",1
HIND8049810,"Don't take this the wrong way, but it needs to be re-written.",1
HIND8049810,"Don't take this the wrong way, because it needs to be re-written.",1
HIND8049810,"Don't take this the wrong way, still it needs to be re-written.",1
HIND7950603,"When Ramesh came, it rained outside.",1
HIND7950603,"When Ramesh came, it were raining outside.",1
HIND7950603,"When Ramesh came, it was raining outside.",1
HIND7950603,"When Ramesh came, it was rained outside.",1
HIND7952017,What were you do last weekend?,1
HIND7952017,What were you doing last weekend?,1
HIND7952017,What did you do last weekend?,1
HIND7952017,What are you doing last weekend?,1
HIND8052057,Be more careful in the future.,1
HIND8052057,Are more careful in the future.,1
HIND8052057,Have more careful in the future.,1
HIND8052057,Do more careful in the future.,1
HIND7962550,Who were you talk to during the movie?,1
HIND7962550,Who were you talking to during the movie?,1
HIND7962550,Who were you talked to during the movie?,1
HIND7962550,Who do you talking to during the movie?,1
HIND7964050,Was he coming to meet me?,1
HIND7964050,Did he come to meet me?,1
HIND7964050,Was he came to meet me?,1
HIND7964050,Was he come to meet me?,1
HIND7965549,She was give cash to a customer.,1
HIND7965549,She was gave cash to a customer.,1
HIND7965549,She were giving cash to a customer.,1
HIND7965549,She was giving cash to a customer.,1
HIND7967173,He were telling me about this.,1
HIND7967173,He was telling me about this.,1
HIND7967173,He was told me about this.,1
HIND7967173,He was tell me about this.,1
HIND7968977,I was talking to my father.,1
HIND7968977,I was talk to my father.,1
HIND7968977,I was talked to my father.,1
HIND7968977,I did talking to my father.,1
HIND8158737,Un,1
HIND8158737,In,1
HIND8158737,Im,1
HIND8158737,Il,1
HIND8160533,Unperfect,1
HIND8160533,Inperfect,1
HIND8160533,Imperfect,1
HIND8160533,Ilperfect,1
HIND8162795,Un,1
HIND8162795,In,1
HIND8162795,Im,1
HIND8162795,Il,1
HIND8164549,Unpolite,1
HIND8164549,Inpolite,1
HIND8164549,Impolite,1
HIND8164549,Ilpolite,1
HIND8165796,Un,1
HIND8165796,In,1
HIND8165796,Im,1
HIND8165796,Il,1
HIND8167088,Undependent,1
HIND8167088,Independent,1
HIND8167088,Imdependent,1
HIND8167088,Ildependent,1
HIND8168527,Un,1
HIND8168527,In,1
HIND8168527,Im,1
HIND8168527,Il,1
HIND8177779,Unpatient,1
HIND8177779,Inpatient,1
HIND8177779,Ilpatient,1
HIND8177779,Impatient,1
HIND8179983,Unfriendly,1
HIND8179983,Infriendly,1
HIND8179983,Ilfriendly,1
HIND8179983,Imfriendly,1
HIND8203946,Happy,1
HIND8203946,Pleased,1
HIND8203946,Moody,1
HIND8203946,Glad,1
HIND8205370,Clever,1
HIND8205370,Intelligent,1
HIND8205370,Bright,1
HIND8205370,Stupid,1
HIND8207002,Pricey,1
HIND8207002,Expensive,1
HIND8207002,Cheap,1
HIND8207002,Costly,1
HIND8208905,Swift,1
HIND8208905,Slow,1
HIND8208905,Quick,1
HIND8208905,Fast,1
HIND8210844,Huge,1
HIND8210844,Enormous,1
HIND8210844,Massive,1
HIND8210844,Minuscule,1
HIND8213060,Contemporary,1
HIND8213060,Ancient,1
HIND8213060,Antique,1
HIND8213060,Old,1
HIND8214518,Pretty,1
HIND8214518,Awful,1
HIND8214518,Attractive,1
HIND8214518,Gorgeous,1
HIND8215855,Crazy,1
HIND8215855,Lunatic,1
HIND8215855,Rational,1
HIND8215855,Insane,1
HIND8217125,Healthy,1
HIND8217125,Well,1
HIND8217125,Ailing,1
HIND8217125,Fit,1
HIND8218342,Industrious,1
HIND8218342,Lazy,1
HIND8218342,Diligent,1
HIND8218342,Hard working,1
HIND8220484,Friendly,1
HIND8220484,Affable,1
HIND8220484,Impolite,1
HIND8220484,Cordial,1
HIND8221817,Luminous,1
HIND8221817,Radiant,1
HIND8221817,Bright,1
HIND8221817,Dingy,1
HIND8223390,Allow,1
HIND8223390,Permit,1
HIND8223390,Reject,1
HIND8223390,Grant,1
HIND8224614,Answer,1
HIND8224614,Question,1
HIND8224614,Reply,1
HIND8224614,Response,1
HIND8225851,Radical,1
HIND8225851,Orthodox,1
HIND8225851,Traditional,1
HIND8225851,Conservative,1
HIND8188376,Aim,1
HIND8188376,Claim,1
HIND8188376,Purpose,1
HIND8188376,Goal,1
HIND8189891,Compute,1
HIND8189891,Calculate,1
HIND8189891,Consider,1
HIND8189891,Tally,1
HIND8191861,Fulfill,1
HIND8191861,Halt,1
HIND8191861,Accomplish,1
HIND8191861,Complete,1
HIND8193293,Filthy,1
HIND8193293,Grimy,1
HIND8193293,Speckless,1
HIND8193293,Dirty,1
HIND8194564,Dislocation,1
HIND8194564,Movement,1
HIND8194564,Displacement,1
HIND8194564,Stagnant,1
HIND8195818,Tiny,1
HIND8195818,Large,1
HIND8195818,Great,1
HIND8195818,Big,1
HIND8197795,Desire,1
HIND8197795,Indifference,1
HIND8197795,Want,1
HIND8197795,Will,1
HIND8199549,Negligence,1
HIND8199549,Precaution,1
HIND8199549,Caution,1
HIND8199549,Care,1
HIND8202498,Reveal,1
HIND8202498,Unearth,1
HIND8202498,Unravel,1
HIND8202498,Conceal,1
HIND8337210,"When I was a child, we used to have a dog.",1
HIND8337210,"When I was a child, we use to have a dog.",1
HIND8337210,"When I was a child, we will have a dog.",1
HIND8337210,"When I was a child, we have a dog.",1
HIND8342295,There never use to be a coffee shop here.,1
HIND8342295,There never would be a coffee shop here.,1
HIND8342295,There never used to be a coffee shop here.,1
HIND8342295,There never wouldn't be a coffee shop here.,1
HIND8347821,"At the beginning of their married life, they used to be very happy.",1
HIND8347821,"At the beginning of their married life, they would be very happy.",1
HIND8347821,"At the beginning of their married life, they use to be very happy.",1
HIND8347821,"At the beginning of their married life, they used be very happy.",1
HIND8231773,"I am thinking of moving, because right now my neighbours are driving me crazy!",1
HIND8231773,"I am thinking of moving, because right now my neighbours drive me crazy!",1
HIND8231773,"I am thinking of moving, because right now my neighbours is driving me crazy!",1
HIND8231773,"I am thinking of moving, because right now my neighbours are drive me crazy!",1
HIND8237519,"When I am complaining to the people next door, they get annoyed.",1
HIND8237519,"When I complain to the people next door, they are getting annoyed.",1
HIND8237519,"When I complain to the people next door, they get annoyed.",1
HIND8237519,"When I am complain to the people next door, they get annoyed.",1
HIND8240774,That's why I am look for a new place to live.,1
HIND8240774,That's why I am looking for a new place to living.,1
HIND8240774,That's why I looking for a new place to live.,1
HIND8240774,That's why I am looking for a new place to live.,1
HIND8251803,I is organizing a party next week.,1
HIND8251803,I'm organize a party next week.,1
HIND8251803,I organize a party next week.,1
HIND8251803,I'm organizing a party next week.,1
HIND8258303,I'm playing football right now.,1
HIND8258303,I'm play football right now.,1
HIND8258303,I plays football right now.,1
HIND8258303,I play football right now.,1
HIND8266086,Is you coming tonight?,1
HIND8266086,Is you come tonight?,1
HIND8266086,Are you come tonight?,1
HIND8266086,Are you coming tonight?,1
HIND8366603,He didn't want to go to the party. So did I.,1
HIND8366603,He didn't want to go to the party. Neither am I.,1
HIND8366603,He didn't want to go to the party. Neither did I.,1
HIND8366603,He didn't want to go to the party. Neither do I.,1
HIND8373202,I will write to her. So is Neha,1
HIND8373202,I will write to her. Neither will Neha,1
HIND8373202,I will write to her. Nor will Neha,1
HIND8373202,I will write to her. So will Neha,1
HIND8383232,I love Bollywood movies. Nor does Sachin.,1
HIND8383232,I love Bollywood movies. So does Sachin.,1
