,Slide ID,Options,Correct ID,pos_array
16,HIND6417510,I hearded you got a new job. That's great news!,2,"[('I', 'PRP'), ('hearded', 'VBD'), ('you', 'PRP'), ('got', 'VBD'), ('a', 'DT'), ('new', 'JJ'), ('job', 'NN'), ('.', '.'), ('That', 'DT'), (""'s"", 'VBZ'), ('great', 'JJ'), ('news', 'NN'), ('!', '.')]"
17,HIND6417510,I heard you got a new job. That's great news!,2,"[('I', 'PRP'), ('heard', 'VBP'), ('you', 'PRP'), ('got', 'VBD'), ('a', 'DT'), ('new', 'JJ'), ('job', 'NN'), ('.', '.'), ('That', 'DT'), (""'s"", 'VBZ'), ('great', 'JJ'), ('news', 'NN'), ('!', '.')]"
18,HIND6417510,I heared you got a new job. That's great news!,2,"[('I', 'PRP'), ('heared', 'VBD'), ('you', 'PRP'), ('got', 'VBD'), ('a', 'DT'), ('new', 'JJ'), ('job', 'NN'), ('.', '.'), ('That', 'DT'), (""'s"", 'VBZ'), ('great', 'JJ'), ('news', 'NN'), ('!', '.')]"
19,HIND6417510,I heard you are get a new job. That's great news!,2,"[('I', 'PRP'), ('heard', 'VBP'), ('you', 'PRP'), ('are', 'VBP'), ('get', 'VB'), ('a', 'DT'), ('new', 'JJ'), ('job', 'NN'), ('.', '.'), ('That', 'DT'), (""'s"", 'VBZ'), ('great', 'JJ'), ('news', 'NN'), ('!', '.')]"
20,HIND6424525,Are you sleep?,2,"[('Are', 'NNP'), ('you', 'PRP'), ('sleep', 'VBP'), ('?', '.')]"
21,HIND6424525,Are you sleeping?,2,"[('Are', 'NNP'), ('you', 'PRP'), ('sleeping', 'VBG'), ('?', '.')]"
22,HIND6424525,Do you sleeping?,2,"[('Do', 'VB'), ('you', 'PRP'), ('sleeping', 'VB'), ('?', '.')]"
23,HIND6424525,Is you sleeping?,2,"[('Is', 'VBZ'), ('you', 'PRP'), ('sleeping', 'VBG'), ('?', '.')]"
24,HIND6426075,They will going inside.,4,"[('They', 'PRP'), ('will', 'MD'), ('going', 'VBG'), ('inside', 'RB'), ('.', '.')]"
25,HIND6426075,They go inside.,4,"[('They', 'PRP'), ('go', 'VBP'), ('inside', 'RB'), ('.', '.')]"
26,HIND6426075,They were not going inside.,4,"[('They', 'PRP'), ('were', 'VBD'), ('not', 'RB'), ('going', 'VBG'), ('inside', 'IN'), ('.', '.')]"
27,HIND6426075,They are not going inside.,4,"[('They', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('going', 'VBG'), ('inside', 'IN'), ('.', '.')]"
28,HIND6427668,The kite doesn't fly in the sky.,3,"[('The', 'DT'), ('kite', 'NN'), ('does', 'VBZ'), (""n't"", 'RB'), ('fly', 'VB'), ('in', 'IN'), ('the', 'DT'), ('sky', 'NN'), ('.', '.')]"
29,HIND6427668,The kite will not flying in the sky.,3,"[('The', 'DT'), ('kite', 'NN'), ('will', 'MD'), ('not', 'RB'), ('flying', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('sky', 'NN'), ('.', '.')]"
30,HIND6427668,The kite is not flying in the sky.,3,"[('The', 'DT'), ('kite', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('flying', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('sky', 'NN'), ('.', '.')]"
31,HIND6427668,The kite not flying in the sky.,3,"[('The', 'DT'), ('kite', 'NN'), ('not', 'RB'), ('flying', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('sky', 'NN'), ('.', '.')]"
32,HIND6456994,I am coming home next week.,1,"[('I', 'PRP'), ('am', 'VBP'), ('coming', 'VBG'), ('home', 'NN'), ('next', 'IN'), ('week', 'NN'), ('.', '.')]"
33,HIND6456994,I going to come home next week.,1,"[('I', 'PRP'), ('going', 'VBG'), ('to', 'TO'), ('come', 'VB'), ('home', 'NN'), ('next', 'IN'), ('week', 'NN'), ('.', '.')]"
34,HIND6456994,I coming home next week.,1,"[('I', 'PRP'), ('coming', 'VBG'), ('home', 'RB'), ('next', 'JJ'), ('week', 'NN'), ('.', '.')]"
35,HIND6456994,I am come home next week.,1,"[('I', 'PRP'), ('am', 'VBP'), ('come', 'JJ'), ('home', 'NN'), ('next', 'IN'), ('week', 'NN'), ('.', '.')]"
36,HIND6458494,We are coming to eat pizza tonight.,4,"[('We', 'PRP'), ('are', 'VBP'), ('coming', 'VBG'), ('to', 'TO'), ('eat', 'VB'), ('pizza', 'JJ'), ('tonight', 'NN'), ('.', '.')]"
37,HIND6458494,We eat pizza tonight.,4,"[('We', 'PRP'), ('eat', 'VBP'), ('pizza', 'JJ'), ('tonight', 'NN'), ('.', '.')]"
38,HIND6458494,We go to eat pizza tonight.,4,"[('We', 'PRP'), ('go', 'VBP'), ('to', 'TO'), ('eat', 'VB'), ('pizza', 'JJ'), ('tonight', 'NN'), ('.', '.')]"
39,HIND6458494,We are going to eat pizza tonight.,4,"[('We', 'PRP'), ('are', 'VBP'), ('going', 'VBG'), ('to', 'TO'), ('eat', 'VB'), ('pizza', 'JJ'), ('tonight', 'NN'), ('.', '.')]"
40,HIND6459702,Are you go shopping tomorrow?,3,"[('Are', 'NNP'), ('you', 'PRP'), ('go', 'VBP'), ('shopping', 'VBG'), ('tomorrow', 'NN'), ('?', '.')]"
41,HIND6459702,Will you are go shopping tomorrow?,3,"[('Will', 'MD'), ('you', 'PRP'), ('are', 'VBP'), ('go', 'VB'), ('shopping', 'VBG'), ('tomorrow', 'NN'), ('?', '.')]"
42,HIND6459702,Are you going shopping tomorrow?,3,"[('Are', 'NNP'), ('you', 'PRP'), ('going', 'VBG'), ('shopping', 'VBG'), ('tomorrow', 'NN'), ('?', '.')]"
43,HIND6459702,Do you going shopping tomorrow?,3,"[('Do', 'VB'), ('you', 'PRP'), ('going', 'VBG'), ('shopping', 'VBG'), ('tomorrow', 'NN'), ('?', '.')]"
44,HIND6461037,I am going to study all day.,1,"[('I', 'PRP'), ('am', 'VBP'), ('going', 'VBG'), ('to', 'TO'), ('study', 'VB'), ('all', 'DT'), ('day', 'NN'), ('.', '.')]"
45,HIND6461037,I go to study all day.,1,"[('I', 'PRP'), ('go', 'VBP'), ('to', 'TO'), ('study', 'VB'), ('all', 'DT'), ('day', 'NN'), ('.', '.')]"
46,HIND6461037,I will going to study all day.,1,"[('I', 'PRP'), ('will', 'MD'), ('going', 'VBG'), ('to', 'TO'), ('study', 'VB'), ('all', 'DT'), ('day', 'NN'), ('.', '.')]"
47,HIND6461037,I goes to study all day.,1,"[('I', 'PRP'), ('goes', 'VBZ'), ('to', 'TO'), ('study', 'VB'), ('all', 'DT'), ('day', 'NN'), ('.', '.')]"
48,HIND6517435,I want to apply for a leave.,1,"[('I', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('apply', 'VB'), ('for', 'IN'), ('a', 'DT'), ('leave', 'NN'), ('.', '.')]"
49,HIND6517435,I want to application for a leave.,1,"[('I', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('application', 'VB'), ('for', 'IN'), ('a', 'DT'), ('leave', 'NN'), ('.', '.')]"
50,HIND6517435,I am want to apply for a leave.,1,"[('I', 'PRP'), ('am', 'VBP'), ('want', 'VBP'), ('to', 'TO'), ('apply', 'VB'), ('for', 'IN'), ('a', 'DT'), ('leave', 'NN'), ('.', '.')]"
51,HIND6517435,I am like to apply for a leave.,1,"[('I', 'PRP'), ('am', 'VBP'), ('like', 'IN'), ('to', 'TO'), ('apply', 'VB'), ('for', 'IN'), ('a', 'DT'), ('leave', 'NN'), ('.', '.')]"
52,HIND6520309,I am to attend a cousin's wedding.,3,"[('I', 'PRP'), ('am', 'VBP'), ('to', 'TO'), ('attend', 'VB'), ('a', 'DT'), ('cousin', 'NN'), (""'s"", 'POS'), ('wedding', 'NN'), ('.', '.')]"
53,HIND6520309,I go to attend a cousin's wedding.,3,"[('I', 'PRP'), ('go', 'VBP'), ('to', 'TO'), ('attend', 'VB'), ('a', 'DT'), ('cousin', 'NN'), (""'s"", 'POS'), ('wedding', 'NN'), ('.', '.')]"
54,HIND6520309,I have to attend a cousin's wedding.,3,"[('I', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('attend', 'VB'), ('a', 'DT'), ('cousin', 'NN'), (""'s"", 'POS'), ('wedding', 'NN'), ('.', '.')]"
55,HIND6520309,I attend a cousin's wedding.,3,"[('I', 'PRP'), ('attend', 'VBP'), ('a', 'DT'), ('cousin', 'NN'), (""'s"", 'POS'), ('wedding', 'NN'), ('.', '.')]"
56,HIND6521999,I can't come to the office today because I have a fever.,1,"[('I', 'PRP'), ('ca', 'MD'), (""n't"", 'RB'), ('come', 'VB'), ('to', 'TO'), ('the', 'DT'), ('office', 'NN'), ('today', 'NN'), ('because', 'IN'), ('I', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('fever', 'NN'), ('.', '.')]"
57,HIND6521999,I don't come to the office today because I have a fever.,1,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('come', 'VB'), ('to', 'TO'), ('the', 'DT'), ('office', 'NN'), ('today', 'NN'), ('because', 'IN'), ('I', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('fever', 'NN'), ('.', '.')]"
58,HIND6521999,I am not come to the office today because I have a fever.,1,"[('I', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('come', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('office', 'NN'), ('today', 'NN'), ('because', 'IN'), ('I', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('fever', 'NN'), ('.', '.')]"
59,HIND6521999,I do not have to come to the office today because I have a fever.,1,"[('I', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('to', 'TO'), ('come', 'VB'), ('to', 'TO'), ('the', 'DT'), ('office', 'NN'), ('today', 'NN'), ('because', 'IN'), ('I', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('fever', 'NN'), ('.', '.')]"
60,HIND6547312,Please have a packet of sugar.,4,"[('Please', 'NNP'), ('have', 'VBP'), ('a', 'DT'), ('packet', 'NN'), ('of', 'IN'), ('sugar', 'NN'), ('.', '.')]"
61,HIND6547312,Please gets a packet of sugar.,4,"[('Please', 'NNP'), ('gets', 'VBZ'), ('a', 'DT'), ('packet', 'NN'), ('of', 'IN'), ('sugar', 'NN'), ('.', '.')]"
62,HIND6547312,Please to get a packet of sugar.,4,"[('Please', 'VB'), ('to', 'TO'), ('get', 'VB'), ('a', 'DT'), ('packet', 'NN'), ('of', 'IN'), ('sugar', 'NN'), ('.', '.')]"
63,HIND6547312,Please get a packet of sugar.,4,"[('Please', 'NNP'), ('get', 'VB'), ('a', 'DT'), ('packet', 'NN'), ('of', 'IN'), ('sugar', 'NN'), ('.', '.')]"
64,HIND6549658,We all will go for a movie.,1,"[('We', 'PRP'), ('all', 'DT'), ('will', 'MD'), ('go', 'VB'), ('for', 'IN'), ('a', 'DT'), ('movie', 'NN'), ('.', '.')]"
65,HIND6549658,We all will come for a movie.,1,"[('We', 'PRP'), ('all', 'DT'), ('will', 'MD'), ('come', 'VB'), ('for', 'IN'), ('a', 'DT'), ('movie', 'NN'), ('.', '.')]"
66,HIND6549658,We all will get for a movie.,1,"[('We', 'PRP'), ('all', 'DT'), ('will', 'MD'), ('get', 'VB'), ('for', 'IN'), ('a', 'DT'), ('movie', 'NN'), ('.', '.')]"
67,HIND6549658,We all will have for a movie.,1,"[('We', 'PRP'), ('all', 'DT'), ('will', 'MD'), ('have', 'VB'), ('for', 'IN'), ('a', 'DT'), ('movie', 'NN'), ('.', '.')]"
68,HIND6551552,I don't like to having rice for lunch.,2,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('like', 'VB'), ('to', 'TO'), ('having', 'VBG'), ('rice', 'NN'), ('for', 'IN'), ('lunch', 'NN'), ('.', '.')]"
69,HIND6551552,I don't like to have rice for lunch.,2,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('like', 'VB'), ('to', 'TO'), ('have', 'VB'), ('rice', 'NN'), ('for', 'IN'), ('lunch', 'NN'), ('.', '.')]"
70,HIND6551552,I don't like to do have rice for lunch.,2,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('like', 'VB'), ('to', 'TO'), ('do', 'VB'), ('have', 'VB'), ('rice', 'NN'), ('for', 'IN'), ('lunch', 'NN'), ('.', '.')]"
71,HIND6551552,I don't like to having rice for lunch.,2,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('like', 'VB'), ('to', 'TO'), ('having', 'VBG'), ('rice', 'NN'), ('for', 'IN'), ('lunch', 'NN'), ('.', '.')]"
72,HIND6553235,"When I go home, I am going to have pizza.",1,"[('When', 'WRB'), ('I', 'PRP'), ('go', 'VBP'), ('home', 'NN'), (',', ','), ('I', 'PRP'), ('am', 'VBP'), ('going', 'VBG'), ('to', 'TO'), ('have', 'VB'), ('pizza', 'NN'), ('.', '.')]"
73,HIND6553235,"When I goes home, I am going to have pizza.",1,"[('When', 'WRB'), ('I', 'PRP'), ('goes', 'VBZ'), ('home', 'NN'), (',', ','), ('I', 'PRP'), ('am', 'VBP'), ('going', 'VBG'), ('to', 'TO'), ('have', 'VB'), ('pizza', 'NN'), ('.', '.')]"
74,HIND6553235,"When I have home, I am going to have pizza.",1,"[('When', 'WRB'), ('I', 'PRP'), ('have', 'VBP'), ('home', 'NN'), (',', ','), ('I', 'PRP'), ('am', 'VBP'), ('going', 'VBG'), ('to', 'TO'), ('have', 'VB'), ('pizza', 'NN'), ('.', '.')]"
75,HIND6553235,"When I going home, I am going to have pizza.",1,"[('When', 'WRB'), ('I', 'PRP'), ('going', 'VBG'), ('home', 'NN'), (',', ','), ('I', 'PRP'), ('am', 'VBP'), ('going', 'VBG'), ('to', 'TO'), ('have', 'VB'), ('pizza', 'NN'), ('.', '.')]"
76,HIND6574461,I like to sleep in the afternoon.,1,"[('I', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('sleep', 'VB'), ('in', 'IN'), ('the', 'DT'), ('afternoon', 'NN'), ('.', '.')]"
77,HIND6574461,I like to sleep on the afternoon.,1,"[('I', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('sleep', 'VB'), ('on', 'IN'), ('the', 'DT'), ('afternoon', 'NN'), ('.', '.')]"
78,HIND6574461,I like to sleep at the afternoon.,1,"[('I', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('sleep', 'VB'), ('at', 'IN'), ('the', 'DT'), ('afternoon', 'NN'), ('.', '.')]"
79,HIND6574461,I like to sleep into the afternoon.,1,"[('I', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('sleep', 'VB'), ('into', 'IN'), ('the', 'DT'), ('afternoon', 'NN'), ('.', '.')]"
80,HIND6601420,Neha is studying at Delhi University.,1,"[('Neha', 'NNP'), ('is', 'VBZ'), ('studying', 'VBG'), ('at', 'IN'), ('Delhi', 'NNP'), ('University', 'NNP'), ('.', '.')]"
81,HIND6601420,Neha is studying to Delhi University.,1,"[('Neha', 'NNP'), ('is', 'VBZ'), ('studying', 'VBG'), ('to', 'TO'), ('Delhi', 'NNP'), ('University', 'NNP'), ('.', '.')]"
82,HIND6601420,Neha is studying for Delhi University.,1,"[('Neha', 'NNP'), ('is', 'VBZ'), ('studying', 'VBG'), ('for', 'IN'), ('Delhi', 'NNP'), ('University', 'NNP'), ('.', '.')]"
83,HIND6601420,Neha is studying on Delhi University.,1,"[('Neha', 'NNP'), ('is', 'VBZ'), ('studying', 'VBG'), ('on', 'IN'), ('Delhi', 'NNP'), ('University', 'NNP'), ('.', '.')]"
84,HIND6602733,You can come from my place.,2,"[('You', 'PRP'), ('can', 'MD'), ('come', 'VB'), ('from', 'IN'), ('my', 'PRP$'), ('place', 'NN'), ('.', '.')]"
85,HIND6602733,You can come to my place.,2,"[('You', 'PRP'), ('can', 'MD'), ('come', 'VB'), ('to', 'TO'), ('my', 'PRP$'), ('place', 'NN'), ('.', '.')]"
86,HIND6602733,You can come in my place.,2,"[('You', 'PRP'), ('can', 'MD'), ('come', 'VB'), ('in', 'IN'), ('my', 'PRP$'), ('place', 'NN'), ('.', '.')]"
87,HIND6602733,You can come on my place.,2,"[('You', 'PRP'), ('can', 'MD'), ('come', 'VB'), ('on', 'IN'), ('my', 'PRP$'), ('place', 'NN'), ('.', '.')]"
88,HIND6603987,We arrived on our hotel at 5 o'clock,2,"[('We', 'PRP'), ('arrived', 'VBD'), ('on', 'IN'), ('our', 'PRP$'), ('hotel', 'NN'), ('at', 'IN'), ('5', 'CD'), (""o'clock"", 'NN')]"
89,HIND6603987,We arrived at our hotel at 5 o'clock,2,"[('We', 'PRP'), ('arrived', 'VBD'), ('at', 'IN'), ('our', 'PRP$'), ('hotel', 'NN'), ('at', 'IN'), ('5', 'CD'), (""o'clock"", 'NN')]"
90,HIND6603987,We arrived from our hotel at 5 o'clock,2,"[('We', 'PRP'), ('arrived', 'VBD'), ('from', 'IN'), ('our', 'PRP$'), ('hotel', 'NN'), ('at', 'IN'), ('5', 'CD'), (""o'clock"", 'NN')]"
91,HIND6603987,We arrived to our hotel at 5 o'clock,2,"[('We', 'PRP'), ('arrived', 'VBD'), ('to', 'TO'), ('our', 'PRP$'), ('hotel', 'NN'), ('at', 'IN'), ('5', 'CD'), (""o'clock"", 'NN')]"
92,HIND6605295,Tony was sent on the head teacher's office.,4,"[('Tony', 'NNP'), ('was', 'VBD'), ('sent', 'VBN'), ('on', 'IN'), ('the', 'DT'), ('head', 'NN'), ('teacher', 'NN'), (""'s"", 'POS'), ('office', 'NN'), ('.', '.')]"
93,HIND6605295,Tony was sent from the head teacher's office.,4,"[('Tony', 'NNP'), ('was', 'VBD'), ('sent', 'VBN'), ('from', 'IN'), ('the', 'DT'), ('head', 'NN'), ('teacher', 'NN'), (""'s"", 'POS'), ('office', 'NN'), ('.', '.')]"
94,HIND6605295,Tony was sent at the head teacher's office.,4,"[('Tony', 'NNP'), ('was', 'VBD'), ('sent', 'VBN'), ('at', 'IN'), ('the', 'DT'), ('head', 'NN'), ('teacher', 'NN'), (""'s"", 'POS'), ('office', 'NN'), ('.', '.')]"
95,HIND6605295,Tony was sent to the head teacher's office.,4,"[('Tony', 'NNP'), ('was', 'VBD'), ('sent', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('head', 'NN'), ('teacher', 'NN'), (""'s"", 'POS'), ('office', 'NN'), ('.', '.')]"
96,HIND6606524,He is on my place.,2,"[('He', 'PRP'), ('is', 'VBZ'), ('on', 'IN'), ('my', 'PRP$'), ('place', 'NN'), ('.', '.')]"
97,HIND6606524,He is at my place.,2,"[('He', 'PRP'), ('is', 'VBZ'), ('at', 'IN'), ('my', 'PRP$'), ('place', 'NN'), ('.', '.')]"
98,HIND6606524,He is in my place.,2,"[('He', 'PRP'), ('is', 'VBZ'), ('in', 'IN'), ('my', 'PRP$'), ('place', 'NN'), ('.', '.')]"
99,HIND6606524,He is to my place.,2,"[('He', 'PRP'), ('is', 'VBZ'), ('to', 'TO'), ('my', 'PRP$'), ('place', 'NN'), ('.', '.')]"
100,HIND6623516,We play volleyball and basketball.,1,"[('We', 'PRP'), ('play', 'VBP'), ('volleyball', 'DT'), ('and', 'CC'), ('basketball', 'NN'), ('.', '.')]"
101,HIND6623516,We play volleyball or basketball.,1,"[('We', 'PRP'), ('play', 'VBP'), ('volleyball', 'DT'), ('or', 'CC'), ('basketball', 'NN'), ('.', '.')]"
102,HIND6623516,We play volleyball but basketball.,1,"[('We', 'PRP'), ('play', 'VBP'), ('volleyball', 'RB'), ('but', 'CC'), ('basketball', 'NN'), ('.', '.')]"
103,HIND6623516,We play volleyball so basketball.,1,"[('We', 'PRP'), ('play', 'VBP'), ('volleyball', 'RB'), ('so', 'RB'), ('basketball', 'NN'), ('.', '.')]"
104,HIND6625039,I go swimming or do yoga.,3,"[('I', 'PRP'), ('go', 'VBP'), ('swimming', 'VBG'), ('or', 'CC'), ('do', 'VB'), ('yoga', 'JJR'), ('.', '.')]"
105,HIND6625039,I go swimming so do yoga.,3,"[('I', 'PRP'), ('go', 'VBP'), ('swimming', 'VBG'), ('so', 'RB'), ('do', 'JJ'), ('yoga', 'NNS'), ('.', '.')]"
106,HIND6625039,I go swimming and do yoga.,3,"[('I', 'PRP'), ('go', 'VBP'), ('swimming', 'VBG'), ('and', 'CC'), ('do', 'VB'), ('yoga', 'JJR'), ('.', '.')]"
107,HIND6625039,I go swimming but do yoga.,3,"[('I', 'PRP'), ('go', 'VBP'), ('swimming', 'VBG'), ('but', 'CC'), ('do', 'VBP'), ('yoga', 'NNS'), ('.', '.')]"
108,HIND6627626,I can drive or I can't swim.,2,"[('I', 'PRP'), ('can', 'MD'), ('drive', 'VB'), ('or', 'CC'), ('I', 'PRP'), ('ca', 'MD'), (""n't"", 'RB'), ('swim', 'VB'), ('.', '.')]"
109,HIND6627626,I can drive but I can't swim.,2,"[('I', 'PRP'), ('can', 'MD'), ('drive', 'VB'), ('but', 'CC'), ('I', 'PRP'), ('ca', 'MD'), (""n't"", 'RB'), ('swim', 'VB'), ('.', '.')]"
110,HIND6627626,I can drive and I can't swim.,2,"[('I', 'PRP'), ('can', 'MD'), ('drive', 'VB'), ('and', 'CC'), ('I', 'PRP'), ('ca', 'MD'), (""n't"", 'RB'), ('swim', 'VB'), ('.', '.')]"
111,HIND6627626,I can drive so I can't swim.,2,"[('I', 'PRP'), ('can', 'MD'), ('drive', 'VB'), ('so', 'RB'), ('I', 'PRP'), ('ca', 'MD'), (""n't"", 'RB'), ('swim', 'VB'), ('.', '.')]"
112,HIND6628994,I like to play tennis and I don't like watching it.,4,"[('I', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('play', 'VB'), ('tennis', 'NN'), ('and', 'CC'), ('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('like', 'IN'), ('watching', 'VBG'), ('it', 'PRP'), ('.', '.')]"
113,HIND6628994,I like to play tennis so I don't like watching it.,4,"[('I', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('play', 'VB'), ('tennis', 'NN'), ('so', 'IN'), ('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('like', 'IN'), ('watching', 'VBG'), ('it', 'PRP'), ('.', '.')]"
114,HIND6628994,I like to play tennis or I don't like watching it.,4,"[('I', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('play', 'VB'), ('tennis', 'NN'), ('or', 'CC'), ('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('like', 'IN'), ('watching', 'VBG'), ('it', 'PRP'), ('.', '.')]"
115,HIND6628994,I like to play tennis but I don't like watching it.,4,"[('I', 'PRP'), ('like', 'VBP'), ('to', 'TO'), ('play', 'VB'), ('tennis', 'NN'), ('but', 'CC'), ('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('like', 'IN'), ('watching', 'VBG'), ('it', 'PRP'), ('.', '.')]"
116,HIND6631462,Would you like to stay at home so go out?,4,"[('Would', 'MD'), ('you', 'PRP'), ('like', 'IN'), ('to', 'TO'), ('stay', 'VB'), ('at', 'IN'), ('home', 'NN'), ('so', 'RB'), ('go', 'VB'), ('out', 'RP'), ('?', '.')]"
117,HIND6631462,Would you like to stay at home but go out?,4,"[('Would', 'MD'), ('you', 'PRP'), ('like', 'IN'), ('to', 'TO'), ('stay', 'VB'), ('at', 'IN'), ('home', 'NN'), ('but', 'CC'), ('go', 'VB'), ('out', 'RP'), ('?', '.')]"
118,HIND6631462,Would you like to stay at home and go out?,4,"[('Would', 'MD'), ('you', 'PRP'), ('like', 'IN'), ('to', 'TO'), ('stay', 'VB'), ('at', 'IN'), ('home', 'NN'), ('and', 'CC'), ('go', 'VB'), ('out', 'RP'), ('?', '.')]"
119,HIND6631462,Would you like to stay at home or go out?,4,"[('Would', 'MD'), ('you', 'PRP'), ('like', 'IN'), ('to', 'TO'), ('stay', 'VB'), ('at', 'IN'), ('home', 'NN'), ('or', 'CC'), ('go', 'VB'), ('out', 'RP'), ('?', '.')]"
120,HIND6659256,We will go to the temple but then go shopping.,2,"[('We', 'PRP'), ('will', 'MD'), ('go', 'VB'), ('to', 'TO'), ('the', 'DT'), ('temple', 'NN'), ('but', 'CC'), ('then', 'RB'), ('go', 'VB'), ('shopping', 'NN'), ('.', '.')]"
121,HIND6659256,We will go to the temple and then go shopping.,2,"[('We', 'PRP'), ('will', 'MD'), ('go', 'VB'), ('to', 'TO'), ('the', 'DT'), ('temple', 'NN'), ('and', 'CC'), ('then', 'RB'), ('go', 'VB'), ('shopping', 'NN'), ('.', '.')]"
